gene_ID length
XM_004925161.2 334
XM_004925166.2 290
XM_004925167.2 349
XM_004925170.2 459
XM_004925178.2 172
XM_004925196.2 129
XM_004925198.2 248
XM_004925200.2 167
XM_004925201.1 453
XM_004925204.2 330
XM_004925205.1 409
XM_004925208.2 259
XM_004925210.2 463
XM_004925215.2 455
XM_004925218.1 108
XM_004925223.2 179
XM_004925224.2 254
XM_004925226.2 442
XM_004925237.2 140
XM_004925242.2 457
XM_004925244.2 237
XM_004925264.2 417
XM_004925267.2 303
XM_004925281.2 248
XM_004925285.2 482
XM_004925286.2 235
XM_004925287.2 157
XM_004925288.2 46
XM_004925289.2 276
XM_004925290.1 210
XM_004925304.2 135
XM_004925315.2 441
XM_004925326.2 154
XM_004925327.2 459
XM_004925341.2 423
XM_004925344.2 72
XM_004925356.2 279
XM_004925359.2 926
XM_004925360.2 391
XM_004925361.2 1070
XM_004925365.2 182
XM_004925368.2 103
XM_004925377.2 472
XM_004925380.1 452
XM_004925383.2 157
XM_004925384.2 242
XM_004925387.2 320
XM_004925392.2 104
XM_004925396.1 301
XM_004925398.2 32
XM_004925410.2 147
XM_004925412.2 102
XM_004925415.2 210
XM_004925416.2 224
XM_004925419.2 170
XM_004925420.2 225
XM_004925423.2 514
XM_004925424.2 319
XM_004925426.2 211
XM_004925434.2 718
XM_004925435.2 348
XM_004925438.2 454
XM_004925439.2 229
XM_004925463.1 93
XM_004925467.2 284
XM_004925470.2 123
XM_004925476.2 545
XM_004925480.2 317
XM_004925488.2 266
XM_004925493.2 245
XM_004925495.2 778
XM_004925509.2 45
XM_004925517.2 126
XM_004925518.2 187
XM_004925519.2 536
XM_004925521.2 1014
XM_004925533.2 1151
XM_004925545.2 502
XM_004925547.2 268
XM_004925567.2 301
XM_004925568.1 288
XM_004925569.2 225
XM_004925580.2 656
XM_004925610.2 455
XM_004925619.2 122
XM_004925644.1 288
XM_004925646.1 99
XM_004925656.2 407
XM_004925663.2 195
XM_004925665.2 314
XM_004925671.2 856
XM_004925682.2 12
XM_004925683.2 169
XM_004925684.2 287
XM_004925685.1 360
XM_004925695.2 176
XM_004925707.2 292
XM_004925717.2 63
XM_004925718.2 95
XM_004925722.2 212
XM_004925724.2 138
XM_004925725.2 209
XM_004925736.2 92
XM_004925756.2 417
XM_004925761.1 255
XM_004925763.2 282
XM_004925764.2 143
XM_004925765.2 148
XM_004925767.2 172
XM_004925769.2 529
XM_004925772.1 524
XM_004925773.1 61
XM_004925776.2 166
XM_004925779.2 210
XM_004925798.1 372
XM_004925801.1 66
XM_004925811.2 601
XM_004925812.2 405
XM_004925816.2 185
XM_004925822.2 1129
XM_004925823.2 290
XM_004925825.2 266
XM_004925826.1 221
XM_004925830.2 242
XM_004925834.2 114
XM_004925840.1 166
XM_004925848.2 384
XM_004925856.2 207
XM_004925859.2 523
XM_004925863.2 17
XM_004925889.2 439
XM_004925894.2 444
XM_004925896.2 137
XM_004925903.2 1018
XM_004925906.2 286
XM_004925908.2 248
XM_004925909.2 337
XM_004925918.2 647
XM_004925919.2 554
XM_004925920.2 427
XM_004925922.2 141
XM_004925925.2 134
XM_004925935.2 442
XM_004925950.2 25
XM_004925957.2 322
XM_004925966.2 1247
XM_004925969.1 453
XM_004925973.2 194
XM_004925974.1 203
XM_004925975.2 36
XM_004925977.2 155
XM_004925980.2 127
XM_004925981.2 55
XM_004925984.2 306
XM_004925985.1 314
XM_004925988.2 176
XM_004925989.2 137
XM_004926042.2 225
XM_004926056.2 234
XM_004926059.2 70
XM_004926060.2 217
XM_004926061.2 166
XM_004926068.2 152
XM_004926074.2 96
XM_004926079.1 215
XM_004926080.1 118
XM_004926081.1 113
XM_004926095.2 296
XM_004926109.2 456
XM_004926127.2 93
XM_004926128.2 903
XM_004926145.2 259
XM_004926151.2 162
XM_004926155.2 173
XM_004926168.2 111
XM_004926173.1 323
XM_004926180.2 114
XM_004926182.2 293
XM_004926183.2 404
XM_004926186.1 113
XM_004926189.2 315
XM_004926190.2 440
XM_004926193.2 261
XM_004926196.2 207
XM_004926199.2 734
XM_004926200.2 288
XM_004926202.2 338
XM_004926214.2 112
XM_004926234.1 281
XM_004926241.2 107
XM_004926243.1 84
XM_004926251.2 99
XM_004926252.1 169
XM_004926257.1 429
XM_004926261.2 142
XM_004926262.2 70
XM_004926265.2 52
XM_004926268.2 134
XM_004926275.2 298
XM_004926276.2 354
XM_004926278.2 921
XM_004926279.2 226
XM_004926290.2 50
XM_004926291.2 86
XM_004926292.1 411
XM_004926294.2 43
XM_004926317.2 165
XM_004926319.2 350
XM_004926320.2 222
XM_004926327.2 126
XM_004926334.2 411
XM_004926353.1 260
XM_004926359.1 110
XM_004926360.2 539
XM_004926364.2 547
XM_004926370.2 120
XM_004926374.2 299
XM_004926380.2 146
XM_004926384.2 222
XM_004926385.2 458
XM_004926389.2 265
XM_004926391.2 242
XM_004926392.2 343
XM_004926394.2 316
XM_004926395.2 357
XM_004926400.2 118
XM_004926404.2 127
XM_004926405.2 141
XM_004926406.2 197
XM_004926412.2 81
XM_004926447.2 43
XM_004926455.2 245
XM_004926457.2 246
XM_004926460.2 493
XM_004926465.2 629
XM_004926471.2 137
XM_004926481.2 227
XM_004926485.2 86
XM_004926487.2 284
XM_004926491.2 174
XM_004926493.2 232
XM_004926494.2 379
XM_004926497.2 404
XM_004926500.2 184
XM_004926503.2 396
XM_004926504.1 271
XM_004926511.2 448
XM_004926514.2 235
XM_004926517.2 175
XM_004926518.2 60
XM_004926532.1 106
XM_004926540.2 101
XM_004926580.1 113
XM_004926585.1 1584
XM_004926595.2 134
XM_004926616.2 328
XM_004926619.2 152
XM_004926625.2 77
XM_004926686.2 137
XM_004926688.1 325
XM_004926689.1 246
XM_004926690.2 164
XM_004926699.2 617
XM_004926715.2 188
XM_004926739.2 82
XM_004926741.1 217
XM_004926747.2 220
XM_004926748.2 9
XM_004926749.2 296
XM_004926752.2 99
XM_004926754.2 363
XM_004926755.2 687
XM_004926759.2 113
XM_004926762.2 175
XM_004926765.2 157
XM_004926767.2 106
XM_004926790.2 575
XM_004926792.1 181
XM_004926809.2 274
XM_004926821.2 500
XM_004926822.2 219
XM_004926828.2 214
XM_004926831.2 337
XM_004926832.2 280
XM_004926836.1 58
XM_004926837.2 371
XM_004926843.1 254
XM_004926847.2 359
XM_004926849.2 990
XM_004926859.1 130
XM_004926861.2 365
XM_004926872.2 217
XM_004926873.2 399
XM_004926876.2 382
XM_004926877.2 190
XM_004926892.2 25
XM_004926906.1 228
XM_004926936.2 408
XM_004926940.1 55
XM_004926950.2 178
XM_004926961.1 579
XM_004926965.1 129
XM_004926973.1 137
XM_004926978.1 136
XM_004926985.2 97
XM_004926987.2 56
XM_004926992.2 150
XM_004926996.2 353
XM_004927010.2 290
XM_004927021.1 166
XM_004927022.1 176
XM_004927043.1 252
XM_004927044.1 391
XM_004927046.2 88
XM_004927055.2 222
XM_004927065.2 260
XM_004927066.2 154
XM_004927079.2 201
XM_004927083.2 69
XM_004927089.2 105
XM_004927092.2 351
XM_004927109.2 39
XM_004927113.2 183
XM_004927122.2 111
XM_004927123.1 280
XM_004927129.2 10
XM_004927130.2 106
XM_004927135.2 341
XM_004927137.2 720
XM_004927145.2 430
XM_004927147.2 107
XM_004927148.1 152
XM_004927158.2 332
XM_004927159.2 269
XM_004927163.2 733
XM_004927165.1 267
XM_004927169.2 168
XM_004927170.1 117
XM_004927175.2 332
XM_004927188.1 278
XM_004927192.2 161
XM_004927194.2 274
XM_004927197.2 66
XM_004927222.2 236
XM_004927224.2 321
XM_004927225.2 45
XM_004927226.2 228
XM_004927232.1 313
XM_004927234.2 75
XM_004927245.2 194
XM_004927248.2 207
XM_004927255.2 447
XM_004927268.1 327
XM_004927288.2 540
XM_004927304.2 109
XM_004927314.1 226
XM_004927319.2 225
XM_004927324.1 369
XM_004927339.2 329
XM_004927343.2 205
XM_004927345.2 226
XM_004927355.2 135
XM_004927381.2 282
XM_004927388.1 38
XM_004927391.2 72
XM_004927393.2 87
XM_004927399.2 1007
XM_004927406.2 408
XM_004927408.2 197
XM_004927416.1 212
XM_004927417.2 71
XM_004927423.2 305
XM_004927424.1 207
XM_004927434.2 131
XM_004927443.2 192
XM_004927446.2 0
XM_004927451.2 71
XM_004927460.1 276
XM_004927484.1 61
XM_004927485.2 75
XM_004927487.2 129
XM_004927504.2 369
XM_004927547.2 788
XM_004927560.2 231
XM_004927565.2 326
XM_004927569.1 306
XM_004927572.2 182
XM_004927590.2 3
XM_004927593.2 152
XM_004927594.2 366
XM_004927612.1 304
XM_004927616.2 396
XM_004927617.2 366
XM_004927622.2 164
XM_004927625.1 259
XM_004927627.2 430
XM_004927628.2 173
XM_004927653.2 217
XM_004927675.2 80
XM_004927676.2 456
XM_004927682.2 164
XM_004927684.1 360
XM_004927686.2 26
XM_004927689.2 360
XM_004927695.2 139
XM_004927696.2 288
XM_004927702.2 56
XM_004927703.2 410
XM_004927704.2 285
XM_004927706.2 502
XM_004927711.2 416
XM_004927714.1 0
XM_004927715.2 327
XM_004927717.2 522
XM_004927718.2 114
XM_004927722.2 170
XM_004927725.2 184
XM_004927728.2 208
XM_004927730.2 144
XM_004927731.2 179
XM_004927735.2 364
XM_004927740.2 587
XM_004927741.2 138
XM_004927744.2 334
XM_004927749.2 553
XM_004927750.2 284
XM_004927752.2 42
XM_004927762.1 306
XM_004927771.2 896
XM_004927775.2 168
XM_004927776.2 118
XM_004927781.2 318
XM_004927782.1 340
XM_004927799.1 137
XM_004927802.2 140
XM_004927804.2 319
XM_004927805.2 67
XM_004927806.2 522
XM_004927809.2 296
XM_004927811.2 155
XM_004927814.2 358
XM_004927815.2 414
XM_004927817.1 591
XM_004927819.2 228
XM_004927825.2 279
XM_004927829.1 194
XM_004927851.2 47
XM_004927854.2 396
XM_004927855.2 91
XM_004927858.2 163
XM_004927859.2 346
XM_004927860.2 492
XM_004927861.2 351
XM_004927867.2 268
XM_004927872.2 202
XM_004927873.2 154
XM_004927874.1 116
XM_004927889.2 69
XM_004927891.2 608
XM_004927896.2 104
XM_004927899.2 829
XM_004927906.2 165
XM_004927907.2 234
XM_004927908.2 418
XM_004927913.2 99
XM_004927914.2 155
XM_004927915.2 247
XM_004927922.2 6
XM_004927924.2 459
XM_004927929.2 199
XM_004927930.2 76
XM_004927957.2 284
XM_004927971.2 436
XM_004927979.2 733
XM_004927989.2 458
XM_004927996.2 167
XM_004928016.2 1713
XM_004928023.2 21
XM_004928044.2 172
XM_004928047.2 628
XM_004928064.1 121
XM_004928070.2 257
XM_004928077.2 180
XM_004928085.2 40
XM_004928089.2 120
XM_004928090.2 129
XM_004928108.2 482
XM_004928113.2 286
XM_004928130.2 542
XM_004928141.2 510
XM_004928144.2 0
XM_004928147.1 100
XM_004928156.2 358
XM_004928159.1 303
XM_004928165.1 121
XM_004928168.2 184
XM_004928182.2 97
XM_004928184.2 175
XM_004928187.2 705
XM_004928200.2 75
XM_004928206.2 138
XM_004928208.2 162
XM_004928210.2 240
XM_004928211.2 186
XM_004928222.2 728
XM_004928231.2 221
XM_004928232.2 344
XM_004928245.2 205
XM_004928255.2 352
XM_004928262.2 10
XM_004928263.2 191
XM_004928271.1 217
XM_004928278.2 0
XM_004928279.1 6
XM_004928280.2 78
XM_004928283.2 5
XM_004928285.2 356
XM_004928288.2 160
XM_004928292.2 75
XM_004928298.1 685
XM_004928302.2 319
XM_004928304.2 235
XM_004928305.2 137
XM_004928318.2 184
XM_004928326.2 256
XM_004928343.2 38
XM_004928349.2 270
XM_004928363.2 314
XM_004928370.2 204
XM_004928372.2 335
XM_004928377.2 345
XM_004928382.2 352
XM_004928388.2 363
XM_004928389.1 334
XM_004928397.2 207
XM_004928404.2 146
XM_004928414.2 582
XM_004928421.2 94
XM_004928423.2 190
XM_004928425.2 191
XM_004928428.2 450
XM_004928431.2 341
XM_004928445.2 90
XM_004928446.2 939
XM_004928451.2 250
XM_004928453.2 356
XM_004928454.2 332
XM_004928455.2 58
XM_004928456.2 376
XM_004928459.2 74
XM_004928461.2 394
XM_004928463.2 135
XM_004928469.2 222
XM_004928482.2 396
XM_004928485.2 241
XM_004928486.1 226
XM_004928487.2 211
XM_004928494.2 617
XM_004928499.1 155
XM_004928502.2 515
XM_004928503.2 73
XM_004928504.2 421
XM_004928508.2 159
XM_004928519.2 77
XM_004928528.2 689
XM_004928529.1 79
XM_004928530.2 76
XM_004928531.2 68
XM_004928544.2 187
XM_004928549.1 551
XM_004928550.2 129
XM_004928551.1 201
XM_004928556.2 447
XM_004928558.1 248
XM_004928563.2 274
XM_004928565.2 235
XM_004928568.1 154
XM_004928570.2 330
XM_004928572.2 403
XM_004928577.2 332
XM_004928578.2 224
XM_004928581.2 253
XM_004928582.2 241
XM_004928585.1 335
XM_004928587.2 187
XM_004928589.1 153
XM_004928590.2 75
XM_004928599.2 262
XM_004928600.2 383
XM_004928601.2 456
XM_004928610.2 34
XM_004928612.2 196
XM_004928626.2 382
XM_004928627.2 280
XM_004928631.2 304
XM_004928634.2 185
XM_004928636.2 64
XM_004928642.1 404
XM_004928645.2 26
XM_004928646.2 109
XM_004928649.2 249
XM_004928650.2 564
XM_004928652.2 304
XM_004928653.2 527
XM_004928654.2 173
XM_004928659.2 43
XM_004928665.2 197
XM_004928667.2 453
XM_004928673.2 800
XM_004928688.2 81
XM_004928692.2 498
XM_004928693.2 1191
XM_004928709.2 213
XM_004928725.2 655
XM_004928748.2 183
XM_004928775.2 218
XM_004928777.1 288
XM_004928779.2 163
XM_004928781.2 296
XM_004928784.2 156
XM_004928785.2 281
XM_004928798.2 101
XM_004928799.1 521
XM_004928803.2 262
XM_004928808.2 399
XM_004928810.2 218
XM_004928811.2 28
XM_004928813.2 166
XM_004928815.2 164
XM_004928818.2 404
XM_004928819.2 354
XM_004928820.2 232
XM_004928823.2 225
XM_004928831.1 158
XM_004928832.2 176
XM_004928834.2 380
XM_004928839.2 291
XM_004928841.2 213
XM_004928845.1 406
XM_004928851.1 190
XM_004928853.2 188
XM_004928857.2 265
XM_004928859.2 597
XM_004928865.2 259
XM_004928868.2 277
XM_004928869.2 265
XM_004928871.1 231
XM_004928872.1 280
XM_004928873.2 262
XM_004928880.2 257
XM_004928888.1 117
XM_004928892.1 0
XM_004928894.2 325
XM_004928902.2 72
XM_004928908.2 464
XM_004928917.2 339
XM_004928921.2 264
XM_004928928.2 488
XM_004928929.2 690
XM_004928930.1 410
XM_004928934.2 467
XM_004928937.2 266
XM_004928939.2 94
XM_004928944.2 383
XM_004928946.1 346
XM_004928950.2 524
XM_004928960.2 211
XM_004928969.2 137
XM_004928970.2 108
XM_004928975.2 126
XM_004929028.2 557
XM_004929031.2 496
XM_004929036.2 168
XM_004929038.2 394
XM_004929039.2 303
XM_004929041.2 427
XM_004929046.2 64
XM_004929049.2 569
XM_004929053.2 98
XM_004929055.2 275
XM_004929063.2 66
XM_004929072.2 198
XM_004929073.1 457
XM_004929083.2 136
XM_004929092.2 279
XM_004929094.2 209
XM_004929095.2 95
XM_004929101.2 170
XM_004929103.1 96
XM_004929105.2 837
XM_004929106.2 607
XM_004929108.2 149
XM_004929112.2 289
XM_004929115.2 81
XM_004929131.2 309
XM_004929132.2 274
XM_004929133.2 188
XM_004929135.2 289
XM_004929142.2 755
XM_004929143.2 183
XM_004929145.2 50
XM_004929146.2 486
XM_004929149.2 326
XM_004929155.2 340
XM_004929156.2 108
XM_004929158.2 785
XM_004929159.2 823
XM_004929163.1 118
XM_004929164.2 497
XM_004929168.2 1430
XM_004929171.2 338
XM_004929174.2 355
XM_004929181.2 439
XM_004929183.2 452
XM_004929184.2 284
XM_004929195.2 283
XM_004929198.2 180
XM_004929203.1 136
XM_004929206.2 140
XM_004929208.2 252
XM_004929210.2 386
XM_004929211.2 153
XM_004929215.2 345
XM_004929216.2 169
XM_004929217.2 442
XM_004929222.2 223
XM_004929223.2 386
XM_004929225.2 322
XM_004929227.2 166
XM_004929230.2 283
XM_004929237.2 177
XM_004929239.2 395
XM_004929242.2 370
XM_004929243.1 217
XM_004929244.2 199
XM_004929245.2 274
XM_004929251.1 116
XM_004929252.2 374
XM_004929287.2 41
XM_004929304.2 761
XM_004929312.2 215
XM_004929315.2 115
XM_004929318.2 351
XM_004929326.2 269
XM_004929345.2 71
XM_004929347.2 120
XM_004929348.2 200
XM_004929349.2 432
XM_004929350.2 353
XM_004929351.2 59
XM_004929352.2 103
XM_004929356.2 88
XM_004929357.1 239
XM_004929369.2 483
XM_004929373.2 405
XM_004929374.2 2610
XM_004929375.2 566
XM_004929378.2 176
XM_004929379.1 179
XM_004929380.2 384
XM_004929383.2 563
XM_004929386.2 121
XM_004929387.2 111
XM_004929388.2 529
XM_004929390.2 409
XM_004929394.2 128
XM_004929396.2 1095
XM_004929400.2 227
XM_004929402.2 147
XM_004929403.2 40
XM_004929404.2 169
XM_004929405.2 233
XM_004929407.2 193
XM_004929410.2 216
XM_004929411.2 422
XM_004929415.2 58
XM_004929417.2 208
XM_004929422.2 362
XM_004929427.2 207
XM_004929428.2 60
XM_004929435.2 447
XM_004929438.2 203
XM_004929442.1 214
XM_004929443.2 353
XM_004929448.2 264
XM_004929450.2 412
XM_004929451.2 207
XM_004929453.2 86
XM_004929457.2 646
XM_004929459.2 249
XM_004929460.2 498
XM_004929506.2 513
XM_004929512.2 115
XM_004929547.2 81
XM_004929549.2 366
XM_004929554.2 686
XM_004929557.2 689
XM_004929566.2 217
XM_004929568.1 169
XM_004929570.2 201
XM_004929571.1 471
XM_004929574.2 311
XM_004929575.2 191
XM_004929576.2 320
XM_004929577.2 263
XM_004929582.2 251
XM_004929584.2 108
XM_004929597.2 170
XM_004929599.2 236
XM_004929600.1 211
XM_004929603.1 196
XM_004929604.2 644
XM_004929606.2 786
XM_004929617.2 523
XM_004929618.1 230
XM_004929622.2 512
XM_004929633.2 196
XM_004929636.2 1187
XM_004929652.2 158
XM_004929655.1 48
XM_004929656.1 218
XM_004929658.1 334
XM_004929659.2 164
XM_004929660.2 495
XM_004929664.2 274
XM_004929673.2 425
XM_004929674.2 435
XM_004929676.2 186
XM_004929678.1 79
XM_004929707.2 352
XM_004929709.2 169
XM_004929732.2 170
XM_004929744.2 131
XM_004929746.2 228
XM_004929750.2 282
XM_004929754.2 635
XM_004929758.2 209
XM_004929765.2 391
XM_004929766.2 136
XM_004929778.2 452
XM_004929784.2 202
XM_004929785.1 320
XM_004929786.2 114
XM_004929794.2 424
XM_004929800.2 506
XM_004929801.2 452
XM_004929805.1 231
XM_004929811.2 474
XM_004929812.2 167
XM_004929815.2 409
XM_004929820.2 128
XM_004929821.2 206
XM_004929823.2 450
XM_004929856.2 243
XM_004929858.2 350
XM_004929860.2 490
XM_004929863.2 197
XM_004929865.2 1237
XM_004929868.2 305
XM_004929880.2 424
XM_004929888.2 369
XM_004929898.2 352
XM_004929906.2 327
XM_004929909.2 247
XM_004929942.2 406
XM_004929945.2 359
XM_004929962.2 86
XM_004929963.2 380
XM_004929966.2 175
XM_004929970.2 223
XM_004929971.2 159
XM_004929987.2 92
XM_004929992.2 109
XM_004929995.2 412
XM_004930000.2 52
XM_004930005.2 157
XM_004930007.1 392
XM_004930016.2 129
XM_004930017.1 265
XM_004930020.2 254
XM_004930021.2 518
XM_004930026.1 448
XM_004930027.2 243
XM_004930039.2 367
XM_004930043.2 213
XM_004930045.2 110
XM_004930055.1 324
XM_004930057.2 136
XM_004930062.2 260
XM_004930063.2 74
XM_004930065.2 210
XM_004930075.2 231
XM_004930081.1 97
XM_004930086.2 285
XM_004930099.2 408
XM_004930101.2 278
XM_004930103.2 298
XM_004930105.2 296
XM_004930106.2 538
XM_004930107.2 299
XM_004930108.2 282
XM_004930114.2 228
XM_004930118.2 205
XM_004930120.2 747
XM_004930126.2 111
XM_004930134.2 237
XM_004930135.2 201
XM_004930142.2 362
XM_004930143.2 290
XM_004930145.1 682
XM_004930146.2 76
XM_004930151.2 224
XM_004930152.2 242
XM_004930161.2 400
XM_004930165.2 156
XM_004930182.1 252
XM_004930185.2 417
XM_004930186.1 408
XM_004930202.2 418
XM_004930212.2 267
XM_004930214.2 155
XM_004930215.2 212
XM_004930230.2 40
XM_004930239.2 373
XM_004930250.2 459
XM_004930255.1 147
XM_004930258.2 393
XM_004930279.2 239
XM_004930283.1 142
XM_004930285.2 15
XM_004930291.2 222
XM_004930295.1 223
XM_004930297.2 213
XM_004930299.1 189
XM_004930306.2 332
XM_004930311.2 546
XM_004930313.2 596
XM_004930314.2 278
XM_004930318.2 92
XM_004930320.2 327
XM_004930321.2 209
XM_004930322.2 312
XM_004930325.2 88
XM_004930326.1 377
XM_004930327.2 300
XM_004930331.2 249
XM_004930340.2 256
XM_004930341.2 106
XM_004930344.2 94
XM_004930349.2 573
XM_004930351.2 473
XM_004930354.2 152
XM_004930355.2 36
XM_004930356.2 224
XM_004930358.2 306
XM_004930360.2 625
XM_004930366.2 30
XM_004930373.2 269
XM_004930374.2 382
XM_004930383.2 223
XM_004930389.2 184
XM_004930392.2 219
XM_004930394.1 292
XM_004930395.2 491
XM_004930409.2 822
XM_004930411.2 641
XM_004930413.2 138
XM_004930418.2 303
XM_004930421.2 369
XM_004930441.1 391
XM_004930443.2 284
XM_004930448.2 87
XM_004930454.2 179
XM_004930469.2 302
XM_004930473.2 500
XM_004930482.2 184
XM_004930497.2 75
XM_004930498.2 222
XM_004930499.2 149
XM_004930500.2 202
XM_004930504.2 200
XM_004930506.2 395
XM_004930507.2 575
XM_004930508.2 120
XM_004930509.2 320
XM_004930515.2 328
XM_004930523.2 865
XM_004930525.2 203
XM_004930528.2 171
XM_004930531.2 111
XM_004930536.2 37
XM_004930537.2 86
XM_004930540.2 720
XM_004930542.2 223
XM_004930545.2 202
XM_004930546.2 115
XM_004930554.2 226
XM_004930555.2 233
XM_004930556.2 513
XM_004930561.2 573
XM_004930562.2 398
XM_004930571.2 88
XM_004930573.2 810
XM_004930575.2 152
XM_004930577.2 195
XM_004930600.2 487
XM_004930601.1 400
XM_004930602.2 467
XM_004930610.2 398
XM_004930627.2 117
XM_004930631.2 232
XM_004930632.2 429
XM_004930636.2 105
XM_004930637.2 299
XM_004930638.1 122
XM_004930641.2 317
XM_004930642.2 168
XM_004930644.2 446
XM_004930645.2 408
XM_004930646.2 688
XM_004930648.2 177
XM_004930649.2 155
XM_004930650.1 282
XM_004930652.2 223
XM_004930657.2 1083
XM_004930671.2 422
XM_004930673.1 295
XM_004930674.2 231
XM_004930679.2 461
XM_004930680.2 199
XM_004930681.2 75
XM_004930687.2 246
XM_004930691.2 342
XM_004930695.2 154
XM_004930696.2 326
XM_004930698.2 215
XM_004930705.1 183
XM_004930707.2 58
XM_004930714.2 119
XM_004930719.2 479
XM_004930721.1 140
XM_004930723.2 137
XM_004930725.2 150
XM_004930727.2 392
XM_004930729.2 164
XM_004930732.2 861
XM_004930739.2 12
XM_004930747.2 1302
XM_004930769.2 53
XM_004930779.2 76
XM_004930788.2 173
XM_004930807.2 106
XM_004930809.2 72
XM_004930813.2 155
XM_004930815.2 335
XM_004930821.2 146
XM_004930823.2 69
XM_004930826.2 411
XM_004930827.2 681
XM_004930831.1 831
XM_004930833.2 198
XM_004930837.2 117
XM_004930839.2 213
XM_004930847.2 452
XM_004930848.2 370
XM_004930849.1 271
XM_004930850.2 97
XM_004930854.2 258
XM_004930855.2 197
XM_004930856.2 112
XM_004930858.2 126
XM_004930861.2 171
XM_004930869.2 215
XM_004930870.2 505
XM_004930872.2 28
XM_004930873.2 118
XM_004930880.2 152
XM_004930886.2 409
XM_004930887.2 131
XM_004930890.2 373
XM_004930892.1 220
XM_004930900.2 521
XM_004930901.1 671
XM_004930902.2 210
XM_004930903.2 233
XM_004930905.2 408
XM_004930912.2 83
XM_004930914.2 478
XM_004930915.2 225
XM_004930916.2 89
XM_004930917.2 364
XM_004930918.2 475
XM_004930919.2 382
XM_004930921.2 258
XM_004930924.1 543
XM_004930928.2 259
XM_004930929.2 186
XM_004930931.2 548
XM_004930932.2 275
XM_004930936.2 290
XM_004930938.2 82
XM_004930939.2 618
XM_004930942.2 365
XM_004930944.2 456
XM_004930946.2 67
XM_004930959.2 474
XM_004930963.2 201
XM_004930967.2 72
XM_004930969.2 468
XM_004930971.2 302
XM_004930973.2 138
XM_004930974.2 127
XM_004930991.1 273
XM_004930994.2 173
XM_004930996.2 797
XM_004931005.2 600
XM_004931019.2 128
XM_004931020.2 151
XM_004931021.2 316
XM_004931032.2 581
XM_004931036.2 106
XM_004931040.2 332
XM_004931043.2 192
XM_004931045.2 158
XM_004931048.2 114
XM_004931058.2 16
XM_004931060.2 468
XM_004931061.2 354
XM_004931063.2 223
XM_004931073.2 223
XM_004931075.2 517
XM_004931080.2 105
XM_004931090.2 102
XM_004931092.2 105
XM_004931095.2 236
XM_004931099.1 137
XM_004931102.2 79
XM_004931103.2 480
XM_004931109.2 193
XM_004931110.2 179
XM_004931114.2 295
XM_004931116.2 305
XM_004931128.2 340
XM_004931130.2 104
XM_004931139.2 513
XM_004931146.2 212
XM_004931148.2 28
XM_004931165.2 158
XM_004931166.1 269
XM_004931169.2 142
XM_004931179.2 431
XM_004931180.2 411
XM_004931198.2 376
XM_004931214.1 55
XM_004931218.2 208
XM_004931220.1 222
XM_004931226.2 20
XM_004931232.2 115
XM_004931242.2 104
XM_004931248.1 138
XM_004931249.2 131
XM_004931251.2 110
XM_004931252.2 151
XM_004931264.2 107
XM_004931268.2 197
XM_004931270.2 283
XM_004931273.2 107
XM_004931277.1 321
XM_004931288.2 95
XM_004931289.2 293
XM_004931301.2 366
XM_004931303.2 463
XM_004931306.2 147
XM_004931309.2 176
XM_004931317.1 65
XM_004931323.2 106
XM_004931333.2 171
XM_004931334.2 115
XM_004931340.2 183
XM_004931358.1 328
XM_004931361.1 1050
XM_004931367.2 568
XM_004931376.2 26
XM_004931388.1 273
XM_004931390.2 328
XM_004931396.2 523
XM_004931398.2 731
XM_004931400.1 117
XM_004931409.1 176
XM_004931419.2 134
XM_004931422.2 98
XM_004931423.2 532
XM_004931430.2 216
XM_004931431.2 609
XM_004931442.2 644
XM_004931443.2 38
XM_004931446.1 60
XM_004931448.1 365
XM_004931449.2 110
XM_004931453.2 193
XM_004931456.2 402
XM_004931461.2 222
XM_004931463.2 144
XM_004931464.2 246
XM_004931466.2 233
XM_004931467.2 290
XM_004931468.2 163
XM_004931469.2 352
XM_004931471.2 223
XM_004931472.2 430
XM_004931481.2 66
XM_004931484.2 61
XM_004931489.2 175
XM_004931490.2 71
XM_004931494.2 186
XM_004931504.2 132
XM_004931511.2 274
XM_004931519.2 124
XM_004931524.2 68
XM_004931532.1 25
XM_004931536.2 155
XM_004931538.2 9
XM_004931539.2 116
XM_004931543.2 467
XM_004931546.2 5
XM_004931553.2 244
XM_004931559.2 195
XM_004931562.2 428
XM_004931568.2 165
XM_004931575.2 466
XM_004931608.2 248
XM_004931618.2 462
XM_004931635.2 474
XM_004931639.1 0
XM_004931642.2 103
XM_004931645.2 253
XM_004931647.2 751
XM_004931648.2 447
XM_004931658.2 321
XM_004931659.1 434
XM_004931661.2 557
XM_004931665.2 295
XM_004931671.2 753
XM_004931675.2 192
XM_004931677.2 64
XM_004931684.2 495
XM_004931685.2 233
XM_004931689.2 0
XM_004931690.2 132
XM_004931692.2 366
XM_004931693.2 992
XM_004931694.2 454
XM_004931700.2 399
XM_004931701.2 106
XM_004931703.2 161
XM_004931708.2 210
XM_004931712.2 320
XM_004931721.2 474
XM_004931722.2 303
XM_004931724.2 108
XM_004931730.2 384
XM_004931736.2 312
XM_004931739.2 247
XM_004931740.2 82
XM_004931741.2 158
XM_004931744.1 116
XM_004931747.2 430
XM_004931749.1 662
XM_004931755.2 88
XM_004931761.2 275
