GeneID L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004921526.2 65.432646 1.129380 0.870515 1.451933 2.895843 0.919214 1.133748 1.512145
XM_004921528.2 1.930160 1.670315 1.851106 5.780952 1.347832 1.115189 69.803773 1.461560
XM_004921529.2 3.566349 1.987368 0.764824 0.640101 3.485740 63.949499 2.046612 1.239861
XM_004921534.2 1.413181 1.250633 1.541061 1.930651 1.432818 1.109826 1.615156 1.464277
XM_004921535.2 0.624324 0.522353 1.214701 1.141213 0.691632 0.760865 0.668806 1.845158
XM_004921537.2 1.860053 1.550868 0.259402 0.181061 75.945951 2.856994 0.000423 75.979029
XM_004921538.2 0.571198 0.895221 1.020049 0.562209 0.906452 1.525040 0.436312 2.600241
XM_004921539.2 1.123327 0.673852 1.983646 0.857990 1.765032 1.185331 1.420443 0.973266
XM_004921540.2 4.065296 1.529190 0.538769 1.063032 1.160424 1.656511 0.393689 2.249890
XM_004921541.1 0.744698 0.800237 1.371897 0.854791 68.318430 0.000062 1.315912 1.031382
XM_004921545.2 1.506089 0.779015 4.794003 2.792561 0.942443 0.582365 0.000158 2.146689
XM_004921546.2 0.341844 0.304023 1.475565 0.456693 0.938192 1.546381 0.713583 1.601927
XM_004921547.2 10.193505 1.022966 1.838317 1.915924 4.043181 3.195120 2.466895 1.074019
XM_004921550.2 1.025844 0.847913 1.102697 0.932261 1.971024 1.153488 0.000014 4.218519
XM_004921554.2 58.823603 1.394875 6.658117 8.562507 48.909473 1.648586 5.348210 3.361382
XM_004921559.2 0.610679 0.929943 0.620538 2.812308 0.927923 0.859691 0.614950 1.513125
XM_004921561.2 0.639370 0.660219 0.679632 69.698348 1.528188 0.979272 4.877865 0.643287
XM_004921567.2 2.234491 2.389887 1.591143 2.693657 3.149465 2.621103 5.124652 2.598693
XM_004921573.2 0.697164 0.797995 69.042640 1.164786 1.096912 1.025691 1.122730 1.530639
XM_004921583.2 3.808476 2.417754 2.003027 1.663612 2.812637 1.135360 3.631320 1.907863
XM_004921585.2 1.275163 0.726930 1.412232 1.264286 1.048315 1.062346 0.827448 1.648391
XM_004921589.2 1.948901 1.074241 1.196607 1.719481 0.913547 0.786906 0.849058 1.919824
XM_004921595.2 0.721466 0.442219 3.040273 63.629660 6.797383 3.054815 5.600053 12.871722
XM_004921606.2 0.370599 0.399493 1.215076 0.117801 0.588170 0.286199 0.380078 0.541503
XM_004921609.2 2.309811 1.683532 1.370949 75.340443 2.360429 1.769606 1.547376 3.145536
XM_004921612.2 72.165028 5.063274 3.863545 1.095230 3.212849 2.939451 2.256036 73.967437
XM_004921613.2 2.921879 1.229419 37.914769 2.132574 2.639234 2.450060 3.033696 3.421387
XM_004921620.2 2.469348 0.948529 1.599549 2.925557 4.635628 1.800568 0.997577 1.806746
XM_004921647.2 0.866917 1.326426 2.239932 4.252210 1.469065 0.839358 2.222747 1.725641
XM_004921650.2 1.815112 1.687103 2.063944 8.065193 1.910229 1.491383 2.337484 2.055773
XM_004921654.1 1.928234 1.095051 1.488436 2.532265 1.478886 1.118183 1.790628 1.520958
XM_004921655.2 1.724497 1.567147 1.955522 1.617228 1.270224 1.459121 1.032578 2.146189
XM_004921667.2 0.687424 1.462983 2.104045 2.635503 1.771502 1.654437 1.336919 2.324921
XM_004921668.2 4.635128 1.661364 1.830849 2.717562 2.091663 1.789815 0.649075 1.935224
XM_004921670.2 13.940488 0.819782 1.022748 1.135070 0.883962 0.668025 1.541568 1.184213
XM_004921675.1 0.645923 0.357121 0.716100 0.856077 0.832168 0.468706 0.397011 1.331640
XM_004921676.2 0.826155 0.598072 1.267936 1.170534 0.926218 0.989183 0.991716 1.699333
XM_004921680.2 0.813321 1.294406 1.383595 0.882326 0.964828 1.210772 0.625687 1.759208
XM_004921681.2 0.884502 0.604897 0.765906 1.531887 1.186006 1.000864 0.812733 1.033093
XM_004921682.2 1.551188 0.733209 0.820114 0.987654 1.326911 1.230948 1.665242 2.129507
XM_004921685.2 1.149354 0.647439 0.939110 1.517734 1.426292 1.393238 1.759900 1.811927
XM_004921687.2 4.711486 35.529732 0.980231 2.597500 1.378593 2.133032 3.082040 3.161092
XM_004921688.2 4.756893 2.290922 2.704364 2.023405 2.995966 1.420311 2.651148 1.923653
XM_004921690.2 3.664987 2.626843 1.289389 1.998996 3.461536 1.864403 2.047171 2.214476
XM_004921693.2 1.472072 1.323907 1.532232 2.029114 1.054367 0.806823 1.903226 1.330645
XM_004921703.2 0.000004 54.836246 8.065691 2.034908 6.165309 0.000050 11.911566 4.087621
XM_004921715.2 8.688994 3.016940 5.860883 4.202445 6.120867 2.116936 4.737600 5.623124
XM_004921727.2 1.411201 0.807758 1.535140 2.316320 2.191100 1.746788 2.143137 1.406589
XM_004921742.2 1.633690 2.361059 0.000078 0.423532 5.678925 1.184561 2.498291 1.296155
XM_004921744.2 2.653570 1.058889 71.013872 6.021808 1.365965 9.652341 4.174212 2.607355
XM_004921745.2 0.652394 0.672128 0.766363 0.722850 0.617606 1.665931 0.787276 1.074298
XM_004921747.2 1.495686 0.525122 1.366196 1.058233 1.059563 1.123863 1.083861 1.465861
XM_004921749.2 3.580597 1.214994 3.176532 2.308747 2.171270 1.080793 1.627197 2.319773
XM_004921751.2 2.456785 3.509391 58.945526 0.000022 59.223546 0.942871 58.107300 0.000038
XM_004921755.2 1.276105 0.941940 0.905037 1.905115 1.058795 1.342714 0.794863 1.290336
XM_004921761.1 1.524714 1.107824 1.251496 1.289146 1.166600 1.891751 0.860284 1.574051
XM_004921762.2 1.502097 1.669294 1.891256 2.438985 3.787595 0.720674 1.658193 2.058971
XM_004921765.2 1.353692 1.284012 1.138205 1.863856 1.374483 1.361482 1.320153 1.248044
XM_004921778.2 1.031425 0.350407 0.668956 0.076856 1.303609 0.000263 1.481203 3.964751
XM_004921780.2 1.011792 0.855423 1.162860 0.852637 1.745049 2.455003 1.388445 2.580663
XM_004921784.2 1.497076 1.393473 2.631874 1.339751 1.304578 1.095798 0.865846 2.740535
XM_004921789.1 0.691491 0.702486 1.017045 1.179824 1.086098 0.811923 0.845639 2.710473
XM_004921790.1 0.000085 0.000023 1.785698 72.985652 0.969767 1.463028 1.173545 0.783038
XM_004921793.1 3.229175 1.922017 1.161832 2.350096 1.684522 60.240903 6.129210 60.186495
XM_004921795.2 1.835755 2.119478 1.698071 3.209905 1.767817 1.751087 4.021484 3.058858
XM_004921799.1 0.809377 0.860125 0.954354 1.092144 0.921323 1.054498 0.879664 1.103609
XM_004921800.2 2.093785 4.656877 5.015401 0.679984 67.876743 1.263980 5.573828 67.860006
XM_004921804.2 0.723861 1.208542 0.816727 0.641612 0.592003 1.067199 0.892611 1.247736
XM_004921805.2 0.806492 3.780604 1.716415 4.865978 1.752497 0.554690 1.771726 2.294649
XM_004921810.2 0.787096 0.642415 2.771156 0.841180 1.001447 1.417693 58.564456 5.647505
XM_004921814.2 5.650574 1.544779 5.871870 8.163244 1.409516 2.733767 89.432942 10.578274
XM_004921823.2 1.773845 0.133959 59.230902 4.620972 1.717837 1.143484 0.954065 1.904891
XM_004921832.2 1.072722 2.037954 1.596009 1.959114 1.983543 0.727102 1.496725 1.664029
XM_004921840.2 0.549853 1.110267 1.520626 1.802389 1.482093 1.507143 0.000132 5.213272
XM_004921845.2 1.149509 0.636801 1.122565 1.276980 1.462428 1.196256 0.958857 1.039761
XM_004921853.2 10.641842 1.691951 1.413994 1.273163 14.478849 0.449837 28.524322 7.602051
XM_004921863.2 1.351860 0.943095 1.794334 1.722363 1.921594 1.291366 2.371320 1.414476
XM_004921866.2 0.953786 2.688724 1.580137 1.176029 3.056352 1.634720 1.428789 3.259049
XM_004921874.2 1.603956 0.873588 1.650701 68.288863 0.554952 1.375506 1.839058 1.299999
XM_004921875.2 0.761182 1.221653 0.745087 0.765440 1.053532 2.311308 1.326812 1.032688
XM_004921883.2 0.000030 0.843596 0.955970 2.585295 1.738886 0.355044 1.240797 1.681200
XM_004921893.2 1.438646 0.449324 1.302295 2.529851 1.315654 2.323024 1.235871 1.192812
XM_004921900.2 0.986741 0.000109 1.721657 0.290166 6.768268 1.821030 3.772455 0.000113
XM_004921907.2 27.257568 0.533963 7.050713 0.007666 6.344813 0.008046 0.672307 1.416030
XM_004921912.2 2.834334 1.298424 4.581885 2.420318 1.436649 2.257710 1.727287 6.883877
XM_004921913.1 1.874332 5.447250 2.541793 1.837081 6.181624 0.000022 0.000012 3.576478
XM_004921914.2 1.567862 0.819385 4.336580 1.515788 10.082390 1.697708 2.245916 2.732245
XM_004921916.2 3.161485 2.007351 3.204710 3.621830 0.000096 2.803674 1.965424 3.289251
XM_004921917.2 68.447732 0.000090 5.074497 1.866304 6.486167 0.000195 2.144138 0.119450
XM_004921918.2 1.735042 1.647414 1.571252 1.855055 1.649486 1.494179 2.470682 3.151954
XM_004921920.2 1.354146 0.845197 1.353512 1.689168 0.960140 1.220096 1.122342 1.631677
XM_004921921.2 0.374586 0.360758 0.305382 0.572212 23.584747 86.806837 0.385660 6.789554
XM_004921923.2 0.963563 0.639576 0.531095 0.599610 0.318161 0.391672 0.468320 0.929472
XM_004921924.2 0.000303 1.267016 12.048677 5.354190 0.385988 5.290667 6.491595 0.000005
XM_004921925.2 62.573802 1.139329 5.586144 0.004215 62.842359 62.858815 2.332046 7.554323
XM_004921929.2 99.678934 1.820931 2.878935 97.418656 14.917888 0.000008 99.399636 1.229133
XM_004921933.2 3.146803 2.897661 4.545252 6.135275 5.818979 2.511050 3.450561 4.283188
XM_004921936.2 32.720359 34.837036 0.000006 70.298704 0.000006 0.000006 0.000684 0.000283
XM_004921938.2 1.328558 1.851690 16.657767 1.769055 0.869257 1.550341 0.000101 2.373209
XM_004921939.1 2.794951 1.366017 1.226526 2.552797 1.374489 1.093306 1.340206 2.635813
XM_004921942.2 2.349535 1.774369 2.207797 2.564061 2.099388 2.570808 3.527776 2.658410
XM_004921949.2 10.122417 1.485280 0.957553 6.848930 1.472734 1.560702 1.217704 2.349361
XM_004921952.1 0.895764 0.966993 0.935555 1.123855 1.136336 1.045312 1.368299 1.497983
XM_004921955.2 1.559689 1.343533 4.503293 3.948959 1.829547 1.650826 2.527163 2.512729
XM_004921957.2 0.695489 0.804085 1.481864 0.571766 0.837527 4.329817 0.623726 1.527352
XM_004921959.2 2.602708 1.909440 1.452556 1.385906 1.366340 1.843904 1.784036 2.036980
XM_004921961.2 0.570407 70.610339 70.336040 0.806388 1.378021 1.106679 1.919175 3.506046
XM_004921975.2 1.985482 0.871011 2.034637 1.294598 1.730341 1.202303 1.048586 1.772765
XM_004921982.2 0.765208 1.201330 7.221799 8.371625 4.708206 10.277023 97.461286 7.726430
XM_004921993.2 1.628903 1.857842 3.707859 71.380482 0.933421 1.619829 0.844088 3.015311
XM_004921995.1 0.394190 1.040955 41.142149 2.551726 2.042741 0.457307 36.046872 1.452522
XM_004922013.2 1.697943 1.152126 2.205557 1.651665 1.769039 1.443387 2.555316 2.133020
XM_004922014.2 2.116211 1.327470 2.031118 3.304496 2.235929 1.669767 3.475898 6.394211
XM_004922020.2 2.978421 1.078266 2.857297 3.944075 46.522261 2.805092 1.972002 7.189541
XM_004922024.2 0.279902 0.780930 0.990193 0.996868 1.502973 0.289727 0.252136 87.944613
XM_004922031.2 0.807590 1.247737 2.078297 0.912193 0.974932 1.129639 0.856260 2.453657
XM_004922032.2 3.983096 3.379200 2.530601 6.890453 3.006314 1.355871 5.158774 17.212425
XM_004922038.1 1.863161 0.000038 7.305638 1.622014 0.520355 1.659807 1.613702 0.573315
XM_004922040.2 1.901352 2.277045 3.741422 5.860790 8.867440 5.054786 0.788988 70.117186
XM_004922045.2 1.376199 0.419372 1.487732 0.585608 0.640909 1.108481 1.097517 1.509099
XM_004922049.2 1.017035 0.751644 0.969709 1.278800 1.516055 0.920133 1.262018 1.460504
XM_004922050.2 0.000003 2.189775 0.062455 37.553824 37.553824 0.154445 3.764205 37.553824
XM_004922052.2 0.032408 0.136800 1.559588 0.451197 62.236578 3.785131 2.553873 0.571802
XM_004922060.2 1.986716 0.915296 0.714658 1.318302 1.669200 1.086777 0.773263 1.565271
XM_004922068.2 14.364869 0.000133 31.484102 0.429055 0.000162 1.091204 0.583975 0.000118
XM_004922076.2 0.573560 0.934957 1.644521 1.464725 1.132874 0.711003 0.759672 1.864686
XM_004922084.1 0.788791 0.676826 1.790374 0.921363 1.323390 0.943612 0.995926 0.750916
XM_004922090.2 1.446709 0.867323 1.719558 1.129503 0.000180 3.747021 2.246501 6.183780
XM_004922097.2 70.753813 3.469291 0.012188 0.006729 0.001617 70.926024 2.747400 0.018470
XM_004922098.2 3.428729 0.000004 12.860183 11.835359 4.552251 0.000466 0.000087 44.961576
XM_004922102.1 0.121663 4.100381 1.013582 0.002289 82.010442 3.682573 81.863830 0.791701
XM_004922105.2 4.957115 0.576879 1.999216 64.017631 2.659958 2.869826 1.647481 7.700370
XM_004922109.2 1.579998 1.540581 1.413524 1.585048 0.000440 5.706064 65.201923 2.218376
XM_004922110.2 7.022482 3.459411 0.964017 19.195241 9.709672 4.727246 2.865769 77.161983
XM_004922111.2 0.000034 0.000033 10.798577 9.437191 3.276545 2.564565 5.639009 27.499696
XM_004922114.2 2.020620 1.048212 0.755614 6.253381 1.060146 2.903258 1.896261 1.699624
XM_004922115.2 5.763374 0.362526 12.576882 6.817413 23.383583 1.243887 3.605655 7.283921
XM_004922123.1 2.110859 2.221553 44.994715 3.296605 1.116862 2.677348 0.584700 2.774589
XM_004922124.2 62.818570 37.510569 62.317126 4.956523 13.647404 0.005442 3.162740 0.003132
XM_004922125.2 34.809084 1.491288 4.988254 4.439967 3.713106 2.496488 4.052412 6.182700
XM_004922131.2 1.847904 66.677630 1.171931 7.329495 2.067003 66.746471 1.380166 66.736420
XM_004922139.2 25.921091 1.126493 5.240366 70.602150 1.911209 9.681282 70.404931 0.000121
XM_004922140.2 0.964290 1.054744 1.201723 0.776037 0.994452 0.643486 1.989647 58.989231
XM_004922151.2 0.772139 0.792719 1.889387 1.051290 0.002266 80.373831 2.578007 2.933605
XM_004922158.2 2.501062 0.685045 1.064411 3.478739 57.337860 0.537620 1.650889 57.287369
XM_004922168.2 0.067179 0.824038 87.435393 2.947294 4.163313 3.144107 63.311737 3.482896
XM_004922187.2 10.665262 2.208800 4.053176 2.545972 7.094317 74.761530 2.537194 2.434418
XM_004922188.2 1.017148 1.227505 1.104057 1.469458 5.761110 0.000076 3.013998 0.000049
XM_004922191.2 1.138147 1.689761 1.738356 1.542624 2.499799 0.401261 1.705737 1.899817
XM_004922193.2 3.914222 0.856168 3.640453 0.608034 2.266058 1.488444 4.282311 1.823184
XM_004922201.2 1.777396 4.089087 1.657382 3.609006 74.231286 2.490880 0.784125 3.061991
XM_004922202.2 0.000062 1.128866 0.791943 0.819911 69.713668 1.888565 1.375915 21.957022
XM_004922203.2 0.603852 76.309858 0.000001 0.000494 2.792086 0.000006 0.000006 2.534193
XM_004922220.2 0.532099 1.829046 2.095281 1.493241 3.385848 2.728305 0.960333 1.046340
XM_004922246.2 2.257433 0.000005 6.851046 3.570561 59.714694 3.814061 62.400677 62.511857
XM_004922311.2 14.610615 0.000032 10.413076 7.894087 0.558292 3.274612 0.899250 0.781301
XM_004922314.2 0.939310 0.612405 2.278627 3.132641 1.076419 0.866165 68.139414 2.012666
XM_004922315.2 0.849030 0.277690 0.942340 0.427443 0.482394 0.411567 0.876682 0.991293
XM_004922318.2 2.962554 5.768495 0.000172 1.278354 0.237721 53.491550 4.207783 0.493582
XM_004922326.2 2.142357 2.615394 4.257553 73.013499 2.017095 1.787894 1.419012 4.203694
XM_004922329.2 2.205579 1.147475 3.466138 4.839954 3.261666 1.089568 1.268450 3.488220
XM_004922331.2 1.861509 3.401716 1.509670 8.661468 3.034460 2.574888 3.592169 2.726290
XM_004922334.2 1.057630 0.812428 1.565431 3.292861 1.870693 0.890683 1.059730 1.222386
XM_004922335.1 0.603719 0.572234 0.668421 0.718227 1.186508 0.579155 0.529083 0.896175
XM_004922336.1 1.240153 1.238758 1.068000 1.276339 0.896515 1.278398 1.339613 6.498696
XM_004922344.2 1.075577 4.705576 1.419877 21.910568 70.476323 70.519745 1.181349 5.089756
XM_004922345.2 1.689061 0.590252 1.191582 0.941317 0.043410 2.403640 1.458102 3.023691
XM_004922349.2 0.439430 0.525309 2.032899 2.690376 1.599587 3.853621 2.495298 2.706727
XM_004922350.2 0.233987 0.524743 1.225120 1.577092 0.997607 0.513737 1.752920 1.430540
XM_004922353.2 -nan -nan -nan -nan -nan -nan -nan -nan
XM_004922359.2 2.316033 1.372161 1.227846 0.996468 1.170172 3.593768 1.845150 0.939096
XM_004922369.2 2.875080 1.457572 1.217444 7.847128 7.739127 1.665868 1.326309 1.347028
XM_004922372.2 69.900414 0.692700 69.838572 69.668576 1.857171 69.882009 17.876016 0.003868
XM_004922391.2 1.594742 1.451147 1.544540 1.351765 1.603096 0.684071 1.184970 4.379131
XM_004922393.2 3.076040 1.481278 0.000057 63.127517 2.825545 0.650962 4.499483 63.247550
XM_004922394.2 1.532600 1.287592 2.955359 3.274820 0.978079 2.113474 1.665617 8.700396
XM_004922402.2 6.057490 1.045813 1.494247 2.413055 2.819174 1.046996 77.892339 0.004561
XM_004922403.1 1.182732 1.294823 1.652200 1.483142 1.885543 1.989903 2.379253 2.888670
XM_004922407.2 3.372588 72.292147 1.811093 2.367233 1.583192 0.574922 1.329295 72.218653
XM_004922408.1 0.149197 0.388480 1.300951 103.532912 1.140947 1.934730 0.000054 5.144571
XM_004922417.2 2.213565 1.805932 0.817093 1.528599 1.615849 1.381609 0.485492 2.242070
XM_004922419.1 2.016588 2.607510 62.156171 0.933084 2.513157 62.251370 4.070371 2.672790
XM_004922420.2 0.495968 1.728787 0.999120 1.040375 0.983668 0.587982 0.928008 1.728161
XM_004922424.2 0.864458 0.737323 38.163627 0.853455 4.557041 0.000310 1.072699 1.116151
XM_004922448.2 3.309540 1.256737 2.271399 2.720560 4.916934 4.364658 2.429717 1.547998
XM_004922460.2 2.215497 0.218001 0.954250 1.103999 6.866743 0.000004 1.919390 5.806400
XM_004922462.2 3.154492 2.447186 0.220589 0.311807 1.726887 1.871268 2.250744 5.046835
XM_004922463.2 1.563050 1.244109 1.243617 1.788348 2.139420 1.016356 0.792350 1.502867
XM_004922465.2 65.502703 3.349269 64.466228 2.802496 0.005824 65.318868 0.000185 7.670010
XM_004922466.2 0.877028 1.521427 1.130706 0.950420 3.892831 0.000016 1.460547 0.797035
XM_004922468.2 1.485997 0.000009 41.093168 1.063413 3.007300 1.371268 0.437699 1.165850
XM_004922469.2 1.133020 0.837289 0.912565 0.894313 0.426956 1.604296 1.232226 2.576326
XM_004922471.1 67.240917 6.199739 0.678756 2.415704 1.368992 3.892745 2.643893 1.603816
XM_004922474.2 1.576942 0.000049 2.815881 1.120653 2.497923 0.000027 2.906046 0.000032
XM_004922475.2 0.654476 3.877041 1.172947 0.771162 76.226418 0.000023 0.759624 0.994086
XM_004922479.1 1.838019 3.416412 55.518214 0.000125 55.725293 2.928264 1.331124 5.781259
XM_004922498.2 0.935671 0.484258 1.017848 0.908000 0.952595 0.528040 2.271477 0.914537
XM_004922499.2 2.725182 3.474008 2.925364 2.780236 1.721294 1.827896 6.026595 4.840920
XM_004922512.2 1.235662 1.023197 0.861738 0.931791 0.726893 1.109411 1.459885 0.930612
XM_004922514.2 46.517362 9.198963 0.470465 2.248811 71.774107 3.770163 3.954673 2.566693
XM_004922515.2 3.013522 0.000029 3.865753 2.105729 1.029122 4.380624 0.000117 26.136398
XM_004922517.2 1.140474 0.224860 2.382280 0.883010 1.572166 0.595181 0.794020 1.859506
XM_004922518.2 1.144441 1.009620 0.951485 1.460882 0.876632 1.001593 1.126086 1.065208
XM_004922520.2 1.250076 64.834076 1.165983 1.797352 1.811487 1.174217 27.586999 1.085038
XM_004922522.2 1.402320 0.780989 1.652178 1.229203 1.270534 1.544564 1.557704 1.302099
XM_004922523.2 0.764453 74.854326 74.532655 0.001304 1.610631 1.430224 2.324656 0.001958
XM_004922528.2 1.448167 2.158451 2.831611 2.797100 73.490592 7.780757 7.369211 3.075005
XM_004922529.2 2.957243 0.851032 1.027949 1.345628 0.571312 2.425993 0.837230 1.632525
XM_004922534.2 67.463495 0.169432 1.130095 2.473253 1.370589 67.560321 8.008031 1.728854
XM_004922535.2 1.266411 2.092375 1.455194 2.267449 0.691810 2.042728 2.440431 2.193978
XM_004922536.1 11.360125 0.816106 1.742374 2.199464 1.802754 4.934480 6.965133 1.953336
XM_004922545.2 1.950589 1.347995 1.744681 0.891713 1.203188 1.374433 1.105606 1.106973
XM_004922559.1 0.686245 1.220960 2.018193 1.604264 1.893745 1.393139 7.020476 7.174317
XM_004922561.1 2.504347 0.723249 1.900801 1.425969 2.386059 1.618288 65.775828 2.082040
XM_004922568.2 1.282647 1.108194 3.301516 1.507138 1.183476 2.503082 1.585807 1.406032
XM_004922571.1 0.541018 0.649873 19.474634 0.643806 1.859208 0.100936 0.817653 1.406169
XM_004922574.1 0.996663 1.805398 1.042818 1.423924 1.031181 0.702950 0.905106 1.696122
XM_004922575.2 1.547870 0.943619 1.226074 56.265081 1.086598 2.004223 1.291741 2.189907
XM_004922587.2 0.663469 1.498982 0.904164 1.146529 0.866487 0.890973 0.943525 59.111156
XM_004922591.1 1.038525 1.274171 1.966975 0.928144 0.596290 1.094210 0.769107 2.523579
XM_004922592.2 2.308162 5.195825 1.714386 3.870404 8.167554 6.730483 0.000026 1.782742
XM_004922600.2 0.000020 0.358323 1.362517 0.532740 1.937362 1.189668 2.579625 0.352013
XM_004922602.1 0.545133 0.373707 2.079930 0.543698 1.451128 1.647981 1.287931 1.498233
XM_004922605.1 2.221007 2.354547 3.393902 1.761510 1.593955 1.866584 0.894922 1.946136
XM_004922606.2 2.228711 2.696422 1.156949 2.187576 5.904854 0.652673 1.003869 2.470586
XM_004922612.2 0.862640 2.345865 2.198057 8.104576 2.295676 2.301871 0.928391 3.257363
XM_004922617.2 1.173060 86.892186 1.216667 86.785188 1.554614 17.381781 1.142925 2.648981
XM_004922618.2 2.204326 0.001785 69.147914 20.037729 64.455149 1.644443 0.004275 3.732637
XM_004922628.2 1.157688 0.859166 1.076490 0.936234 1.119208 0.949048 1.354376 1.323624
XM_004922629.2 1.167576 0.416893 76.318862 1.067134 0.540059 3.005066 1.004191 3.295155
XM_004922631.1 3.827064 1.528450 1.106172 1.712881 2.539913 1.128510 1.476457 1.384794
XM_004922632.2 0.921842 0.519096 0.502106 0.539880 0.622883 0.625655 0.613886 0.664364
XM_004922634.1 0.001737 0.361788 46.111198 5.268575 71.542047 2.718423 6.864568 8.323865
XM_004922644.2 0.724373 0.331143 0.937942 0.363057 0.520194 0.697075 0.799765 0.491629
XM_004922654.2 1.155382 0.697036 1.100467 1.432913 1.596587 0.892201 0.810350 2.461366
XM_004922666.2 1.269154 1.063933 2.944066 1.992983 1.339740 1.297279 1.453348 2.321100
XM_004922671.2 1.203200 0.755044 1.192177 1.093565 0.853386 2.442578 0.988932 1.498096
XM_004922673.2 2.356517 1.318015 2.475459 68.428446 1.350917 68.342782 68.340774 3.209075
XM_004922675.2 1.812489 0.938595 1.256191 1.660849 1.349201 1.936183 4.272474 2.837982
XM_004922676.2 1.162994 2.788293 0.581983 2.384634 1.815469 0.548396 1.000391 5.431821
XM_004922679.2 0.452825 11.107931 5.046376 1.178923 2.485737 1.728249 0.839459 49.355425
XM_004922682.2 70.697380 72.371636 1.010645 5.311179 2.178911 0.594774 2.192711 0.000081
XM_004922686.2 0.433261 0.000240 75.701530 0.837615 2.846864 75.913055 39.285404 1.166080
XM_004922687.2 0.855228 1.055395 0.903764 0.612551 0.773385 0.854924 0.678698 1.049667
XM_004922688.1 0.000035 2.360890 6.454087 0.000016 2.522621 0.000017 3.561927 0.674714
XM_004922690.2 1.691251 0.898713 1.402202 2.565709 2.445552 0.806333 1.361773 1.956804
XM_004922693.2 0.827572 0.514391 1.021978 0.823345 0.574930 0.982920 0.537386 1.695473
XM_004922694.2 2.115563 1.413260 42.802732 0.722044 1.021593 0.577343 0.972724 1.015523
XM_004922696.2 0.775597 0.465094 2.526536 4.825472 0.000030 3.003869 1.930157 1.263907
XM_004922697.2 6.837467 1.202703 2.549405 0.000006 85.420184 85.443745 13.669248 85.294791
XM_004922700.1 13.258600 1.013658 28.617463 16.454059 0.682595 6.866851 26.301717 19.135947
XM_004922711.2 0.950337 0.750257 9.370528 1.780437 1.868087 1.167340 0.907566 1.058134
XM_004922723.2 69.185419 69.893636 69.985398 4.022616 0.000084 0.669047 69.018673 0.000069
XM_004922724.2 3.104459 1.863767 71.448183 2.668247 1.658255 2.850250 3.630446 1.397996
XM_004922752.2 1.263066 1.142696 2.165004 1.077695 1.719854 1.900046 0.765886 2.319710
XM_004922757.2 3.660658 1.864047 2.688479 2.444704 6.482731 2.512872 2.857573 6.495872
XM_004922762.2 1.019499 0.531431 0.760940 1.475729 1.303528 0.559592 0.711665 57.024325
XM_004922764.2 0.948454 0.857121 1.520525 0.806275 3.787649 0.882354 0.649317 4.092941
XM_004922767.2 0.522169 0.548432 0.590765 0.655372 0.635048 0.472729 0.782000 0.645948
XM_004922769.2 0.931815 0.410863 1.145680 1.358897 0.780656 0.629679 0.854288 1.753357
XM_004922774.2 7.626269 3.691761 1.129889 1.386104 1.759771 0.454692 0.000036 5.361373
XM_004922775.2 66.928713 1.348301 0.950664 0.654626 1.101515 66.885943 66.877452 0.729528
XM_004922779.2 1.288213 2.530627 1.332663 2.218689 2.303883 1.958909 0.964870 5.027200
XM_004922783.2 13.828916 73.732021 14.548450 13.229987 73.954241 73.904220 2.859890 8.519577
XM_004922786.1 10.681129 5.771341 7.124302 6.083649 8.122053 14.018626 8.708962 70.522093
XM_004922787.2 2.324676 1.957646 2.091086 1.396368 2.618700 2.314630 2.175094 3.478372
XM_004922794.2 2.706119 0.915479 1.240999 1.479792 1.722026 1.382904 1.061461 1.455178
XM_004922817.2 8.752848 2.704002 4.081104 3.591199 2.895071 1.992285 6.734185 81.848732
XM_004922822.1 0.977743 1.206854 1.010075 1.116576 1.152521 0.815900 1.586381 30.039940
XM_004922828.2 63.730591 63.823142 1.509959 3.583967 0.002265 34.824893 63.752515 63.537224
XM_004922829.2 5.108977 2.541824 0.825546 2.104589 0.985703 1.078245 1.483084 2.483150
XM_004922833.2 59.010373 1.168940 0.657429 0.854360 0.233306 1.332459 59.247672 0.246227
XM_004922837.2 1.469343 1.365919 1.186773 1.278181 1.166332 1.044498 0.967021 2.093242
XM_004922838.2 74.088194 3.184358 3.252984 0.000725 2.503736 0.000208 0.000064 2.570955
XM_004922840.2 0.548471 0.627424 0.868614 0.921454 1.760782 0.797169 2.581073 0.798280
XM_004922853.2 0.000003 0.004375 0.000000 39.775058 0.000000 0.000000 39.775058 2.952733
XM_004922855.2 1.486064 2.977931 3.403838 2.347791 0.854246 4.168682 9.621957 3.654937
XM_004922856.1 0.526043 0.735073 0.828865 1.143532 0.826120 1.396553 1.928270 1.776209
XM_004922858.2 58.440916 0.750900 1.042085 2.044044 0.933982 0.822457 0.802160 1.165734
XM_004922859.1 0.744952 1.502598 0.741398 0.782223 1.273804 1.268181 2.354714 0.582539
XM_004922861.2 0.935261 0.743716 1.960896 2.376117 3.652384 0.807390 0.540439 2.572291
XM_004922868.1 0.804323 0.873063 0.995348 0.796488 2.011671 0.485635 0.734201 0.798467
XM_004922875.2 69.494840 3.814218 4.306755 2.749217 1.515424 0.694269 2.159330 4.518013
XM_004922877.2 0.618004 0.381080 1.067937 1.457318 0.813646 0.690107 1.205789 1.182273
XM_004922879.2 1.621322 1.321039 1.352073 4.485439 0.807187 1.365266 69.170463 2.337624
