GeneID L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004923308.2 0.220288 0.061619 0.126719 0.188676 0.114908 0.095952 0.190732 0.086935
XM_004923309.2 0.072451 0.032111 0.058646 0.025965 0.027568 0.012584 0.054902 0.052202
XM_004923317.2 0.071270 0.036450 0.079933 0.193656 0.049698 0.055100 0.147591 0.079833
XM_004923322.2 0.170580 0.106915 0.105200 0.156831 0.507737 0.130310 0.162194 0.176332
XM_004923332.2 0.047448 0.058170 0.121681 0.047567 0.056653 0.068467 0.123451 0.083793
XM_004923340.2 0.023655 0.012239 0.023110 0.023933 0.024922 0.012594 0.019936 0.029955
XM_004923341.2 0.063582 0.073774 0.125845 0.175282 0.123512 0.071036 0.321999 0.184262
XM_004923344.2 0.008617 0.000072 0.001204 0.002423 0.000111 0.000114 0.006155 0.001223
XM_004923347.1 0.065415 0.053816 0.210790 0.036596 0.039655 0.281149 0.046193 0.027094
XM_004923366.2 0.123731 0.065279 0.071739 0.091763 0.050916 0.093638 0.069169 0.118674
XM_004923373.2 0.091808 0.063866 0.073686 0.133308 0.088187 0.205826 0.413466 0.127429
XM_004923381.2 0.034881 0.034514 0.031282 0.118319 0.060228 0.029135 0.067021 0.041440
XM_004923384.1 0.045322 0.030283 0.068725 0.024982 0.041752 0.019260 0.005535 0.021002
XM_004923393.2 0.134408 0.104182 0.154822 0.139747 0.128211 0.122057 0.123462 0.195919
XM_004923395.2 0.026758 0.008419 0.023155 0.017165 0.025070 0.046745 0.009526 0.056779
XM_004923396.2 0.011063 0.004695 0.031715 0.024158 0.042506 0.012880 0.012406 0.071228
XM_004923398.2 0.155047 0.103177 0.219166 0.108278 0.164873 0.103755 0.091145 0.104973
XM_004923411.2 0.184981 0.071024 0.098955 0.145972 0.111487 0.095985 0.220539 0.093597
XM_004923412.2 0.007774 0.013464 0.034891 0.052152 0.029143 0.006175 0.020966 0.018241
XM_004923415.2 0.056127 0.046762 0.032990 0.038697 0.039879 0.012313 0.100134 0.041237
XM_004923434.2 0.010066 0.004959 0.012148 0.007614 0.014784 0.012238 0.027056 0.018109
XM_004923438.2 0.050568 0.035720 0.051810 0.060195 0.075330 0.025729 0.046649 0.086558
XM_004923444.2 0.013839 0.608140 0.028802 0.013819 0.021781 0.011176 0.028150 0.024718
XM_004923454.2 0.013755 0.011564 0.013333 0.015214 0.020491 0.014055 0.010566 0.021668
XM_004923456.2 0.028421 0.019010 0.028228 0.033835 0.035251 0.021427 0.025654 0.031571
XM_004923465.2 0.013008 0.011886 0.013457 0.012055 0.010022 0.004225 0.030550 0.014117
XM_004923478.2 0.007792 0.013923 0.010077 0.006304 0.011064 0.016517 0.015229 0.018676
XM_004923480.2 0.008833 0.026784 0.056322 0.089569 0.021499 0.017581 0.041954 0.118566
XM_004923483.2 0.044578 0.065629 0.077463 0.107916 0.061216 0.030525 0.066336 0.101995
XM_004923485.2 0.101721 0.048111 0.057148 0.123977 0.055990 0.055906 0.066442 0.062515
XM_004923487.2 0.070548 0.060536 0.099004 0.097030 0.099954 0.061944 0.057764 0.072602
XM_004923490.2 0.054846 0.033435 0.069259 0.081294 0.055103 0.029674 0.057912 0.059951
XM_004923491.2 0.350442 0.058196 0.020459 0.413667 0.060264 0.110495 0.106578 0.125351
XM_004923493.2 0.077081 0.081748 0.037008 0.038573 0.022395 0.022579 0.037895 0.022706
XM_004923494.2 0.086748 0.042705 0.163436 0.092258 0.145369 0.073546 0.103365 0.074629
XM_004923495.2 0.036519 0.035843 0.024996 0.055914 0.047579 0.053623 0.068901 0.086245
XM_004923496.2 0.142380 0.041440 0.114448 0.209839 0.177114 0.043664 0.126154 0.058884
XM_004923502.2 0.027138 0.017379 0.013586 0.031330 0.018293 0.024555 0.023816 0.032103
XM_004923503.2 0.019031 0.011072 0.021864 0.017482 0.017266 0.009068 0.020709 0.010768
XM_004923506.2 0.172224 0.070243 0.079572 0.164862 0.122975 0.114190 0.098777 0.146576
XM_004923508.2 0.037098 0.042518 0.046152 0.052888 0.028395 0.132166 0.038155 0.053937
XM_004923527.2 0.050058 0.049615 0.056306 0.088938 0.049343 0.048495 0.055269 0.076588
XM_004923533.2 0.079540 0.028343 0.104870 0.110143 0.067549 0.042524 0.063596 0.065247
XM_004923536.2 0.215639 0.120557 0.165377 0.248471 0.108919 0.075427 0.161764 0.160286
XM_004923551.2 0.012592 0.008459 0.025709 0.008877 0.010704 0.008292 0.007706 0.020497
XM_004923552.2 0.011701 0.005387 0.019901 0.048687 0.002673 0.000096 0.016675 0.014076
XM_004923553.1 0.152213 0.006661 0.017419 0.022992 0.010745 0.010836 0.021825 0.026242
XM_004923554.2 0.177877 0.071756 0.151332 0.173554 0.070377 0.127679 0.086976 0.088814
XM_004923585.2 0.048254 0.057607 0.079084 0.075356 0.019679 0.040996 0.058804 0.048890
XM_004923587.1 0.045201 0.015718 0.048174 0.014751 0.055256 0.007318 0.027582 0.051009
XM_004923592.2 0.103864 0.015797 0.016084 0.014971 0.030424 0.098776 0.601947 0.045723
XM_004923593.2 0.140869 0.089893 0.124367 0.132065 0.136358 0.106567 0.089387 0.141673
XM_004923594.2 0.009743 0.014871 0.004975 0.026646 0.012321 0.022350 0.011141 0.013736
XM_004923599.2 0.026232 0.013342 0.057185 0.041956 0.020459 0.024466 0.045240 0.042970
XM_004923600.2 0.068746 0.046669 0.097671 0.148630 0.080634 0.068629 0.086491 0.094753
XM_004923602.2 0.056342 0.043402 0.036412 0.055505 0.045941 0.031102 0.027842 0.055019
XM_004923603.2 0.040713 0.028352 0.045164 0.047370 0.037333 0.037179 0.054373 0.037976
XM_004923607.2 0.032807 0.018665 0.124197 0.208166 0.093561 0.059375 0.123657 0.096202
XM_004923608.1 0.072512 0.068017 0.210498 0.113518 0.046383 0.083861 0.107608 0.128814
XM_004923612.1 0.057392 0.080137 0.060503 0.070611 0.085616 0.070222 0.066517 0.091630
XM_004923615.2 0.039991 0.022885 0.048895 0.047818 0.033735 0.053461 0.029195 0.041889
XM_004923617.1 0.066859 0.084127 0.083486 0.076324 0.070316 0.052963 0.095971 0.038702
XM_004923622.1 0.015789 0.012729 0.198978 0.012285 0.007694 0.011355 0.013771 0.014202
XM_004923626.2 0.134937 0.043091 0.164692 0.243495 0.060645 0.165861 0.085303 0.090506
XM_004923629.1 0.164960 0.266879 0.143924 0.257878 0.244627 0.225200 0.252952 0.155077
XM_004923632.2 0.004867 0.000036 0.004991 0.010069 0.000083 0.000097 0.004909 0.010173
XM_004923640.2 0.039119 0.053526 0.079222 0.124705 0.031752 0.062938 0.062049 0.047934
XM_004923645.2 0.074737 0.042136 0.099234 0.084416 0.069296 0.035285 0.073204 0.103235
XM_004923647.2 0.024031 0.013259 0.040856 0.035837 0.021567 0.016515 0.044776 0.025853
XM_004923650.2 0.038413 0.100600 0.034945 0.133985 0.051807 0.039657 0.068962 0.094840
XM_004923654.2 0.051985 0.034276 0.063607 0.058416 0.092498 0.106427 0.088043 0.105361
XM_004923668.1 0.120263 0.110303 0.176748 0.155457 0.107146 0.097079 0.133361 0.357806
XM_004923674.2 0.079372 0.101281 0.012972 0.552787 0.132655 1.031444 0.151438 0.183524
XM_004923680.2 0.073001 0.049907 0.080652 0.059190 0.054135 0.087650 0.113952 0.117685
XM_004923685.2 0.172501 0.166276 0.157009 0.131007 0.057891 0.021406 0.146947 0.196509
XM_004923686.2 0.001116 0.000002 0.002009 0.136867 0.063681 0.009155 0.008131 0.016104
XM_004923709.2 0.146940 0.106549 0.181511 0.120114 0.080450 0.080920 0.128789 0.217239
XM_004923711.2 0.515951 0.062050 0.232022 0.180238 0.442046 0.231101 0.341441 0.399000
XM_004923734.2 0.059135 0.015980 0.099895 0.076951 0.089999 0.160285 0.120443 0.100929
XM_004923735.2 0.032272 0.015673 0.039612 0.040107 0.031602 0.024706 0.021600 0.055878
XM_004923736.2 0.041800 0.014901 0.184615 0.034029 0.004716 0.029790 0.022151 0.047202
XM_004923743.1 0.000076 0.003378 0.001145 0.002257 0.002269 0.001145 0.003830 0.002058
XM_004923744.2 0.703402 0.013564 0.146528 0.104130 0.198687 0.040364 0.030547 0.035083
XM_004923745.2 0.004617 0.004317 0.004281 0.000128 0.000227 0.000099 0.000153 0.000416
XM_004923746.2 0.203198 0.108208 0.112168 0.103764 0.203357 0.532543 0.089493 0.172158
XM_004923753.2 0.068423 0.000000 0.040241 0.184242 0.026303 0.000126 0.054775 0.000089
XM_004923755.2 0.036909 0.038204 0.065094 0.159792 0.035053 0.066324 0.094253 0.084626
XM_004923760.2 0.142476 0.000097 0.020188 0.057738 0.024218 0.064763 0.012187 0.052847
XM_004923762.2 0.041516 0.019978 0.000214 0.039297 0.063974 0.000001 0.558615 0.000062
XM_004923766.2 0.006956 0.011312 0.012949 0.024419 0.019438 0.011857 0.006851 0.028595
XM_004923771.1 0.000404 0.000050 0.002871 0.000108 0.000247 0.000104 0.000450 0.000114
XM_004923778.2 0.177389 0.223122 0.189127 0.101861 0.096384 0.024049 0.112924 0.182339
XM_004923782.2 0.038352 0.015867 0.022686 0.035162 0.067504 0.038589 0.043726 0.067725
XM_004923783.2 0.233362 0.050666 0.030058 0.031568 0.097124 0.213924 0.014465 0.053698
XM_004923809.2 0.099778 0.132507 0.110696 0.152483 0.131040 0.083013 0.106856 0.176727
XM_004923811.2 0.024251 0.014941 0.031441 0.097111 0.038602 0.008488 0.051743 0.055271
XM_004923812.2 0.021176 0.027722 0.034708 0.034229 0.023204 0.021137 0.019909 0.042057
XM_004923815.2 0.038170 0.059312 0.061353 0.076307 0.045866 0.048560 0.061052 0.084582
XM_004923819.1 0.056768 0.050215 0.040321 0.055954 0.047443 0.060930 0.045785 0.080865
XM_004923820.2 0.018944 0.010705 0.013137 0.013425 0.002829 0.013118 0.021903 0.016378
XM_004923822.2 0.037119 0.019924 0.035576 0.063579 0.035419 0.035913 0.043830 0.056374
XM_004923823.1 0.035327 0.016586 0.042026 0.164143 0.015371 0.051325 0.070359 0.032864
XM_004923824.2 0.091334 0.068720 0.112766 0.105202 0.106196 0.148727 0.124335 0.068356
XM_004923828.2 0.081652 0.039456 0.066970 0.049767 0.014157 0.037993 0.097152 0.060864
XM_004923833.2 0.037603 0.028702 0.111238 0.059418 0.033107 0.012664 0.085356 0.038160
XM_004923836.2 0.121001 0.168529 0.167192 0.208549 0.100020 0.100451 0.167680 0.144642
XM_004923840.1 0.012324 0.019081 0.025112 0.038173 0.023057 0.010370 0.005135 0.046106
XM_004923847.2 0.063725 0.025338 0.057670 0.098768 0.066572 0.053016 0.079046 0.056435
XM_004923883.2 0.258442 0.010020 0.044375 0.055889 0.052619 0.032704 0.010122 0.030917
XM_004923885.1 0.038702 0.030211 0.051407 0.081115 0.047523 0.067027 0.103153 0.074761
XM_004923886.2 0.066930 0.029470 0.036440 0.143661 0.069688 0.071496 0.055417 0.092329
XM_004923887.2 0.148295 0.096369 0.185449 0.156695 0.205199 0.106256 0.115903 0.207508
XM_004923888.2 0.030699 0.007026 0.026964 0.035421 0.040670 0.047161 0.031150 0.046579
XM_004923891.2 0.057624 0.049836 0.065339 0.072306 0.056108 0.087919 0.053497 0.075836
XM_004923895.2 0.069624 0.016712 0.075311 0.059831 0.039995 0.044088 0.083098 0.071161
XM_004923898.2 0.054657 0.024529 0.043190 0.065470 0.060636 0.031546 0.034745 0.077982
XM_004923899.2 0.100155 0.070529 0.097311 0.147342 0.125940 0.112351 0.081711 0.190948
XM_004923900.2 0.013183 0.168165 0.012068 0.021676 0.015929 0.008110 0.013253 0.015450
XM_004923903.2 0.104712 0.071697 0.090041 0.122057 0.081929 0.073382 0.096047 0.092635
XM_004923904.1 0.148043 0.083360 0.141918 0.198101 0.170920 0.132668 0.102392 0.198822
XM_004923910.2 0.055603 0.031453 0.040160 0.065410 0.129010 0.028828 0.057513 0.088359
XM_004923913.2 0.044854 0.043885 0.017762 0.027243 0.068526 0.018351 0.000609 0.060109
XM_004923915.2 0.042398 0.027329 0.071742 0.073415 0.045451 0.026133 0.129790 0.064779
XM_004923917.2 0.000089 0.000079 0.001434 0.007133 0.000083 0.023938 0.005775 0.002854
XM_004923922.2 0.092173 0.017880 0.116139 0.065273 0.041463 0.061665 0.077643 0.059274
XM_004923924.1 0.125791 0.041396 0.077049 0.060889 0.083323 0.047562 0.043199 0.088819
XM_004923940.2 0.086225 0.056235 0.049965 0.115681 0.090689 0.098799 0.129211 0.092777
XM_004923951.1 0.110106 0.071724 0.249022 0.089129 0.098638 0.067304 0.107603 0.067619
XM_004923963.2 0.006427 0.010551 0.017468 0.003136 0.006747 0.016985 0.013518 0.009940
XM_004923968.2 0.102585 0.057712 0.123548 0.149319 0.242242 0.086326 0.144420 0.106873
XM_004923972.2 0.065994 0.037378 0.045602 0.061494 0.044156 0.025523 0.058025 0.076824
XM_004923980.1 0.062283 0.062716 0.050754 0.085945 0.053744 0.052059 0.059388 0.057923
XM_004923982.2 0.066194 0.034610 0.065911 0.086525 0.062503 0.053034 0.065686 0.085746
XM_004923987.2 0.023337 0.044810 0.044343 0.034536 0.044477 0.019065 0.033513 0.064565
XM_004923988.2 0.098437 0.042507 0.164191 0.133588 0.092031 0.110498 0.133319 0.135738
XM_004923991.2 0.122419 0.066711 0.721043 0.094396 0.158266 0.086775 0.059827 0.086388
XM_004924027.2 0.120878 0.057583 0.061767 0.210905 0.066040 0.061168 0.114853 0.219998
XM_004924028.2 0.064437 0.071195 0.000000 1.293317 0.000157 0.055185 0.159869 0.001190
XM_004924029.1 0.000156 0.006089 0.057722 0.042048 0.006987 0.034475 0.020387 0.056370
XM_004924031.2 0.012786 0.004576 0.006743 0.030069 0.023171 0.012491 0.006307 0.034515
XM_004924032.2 0.121926 0.045697 0.158905 0.145166 0.135642 0.078285 0.074902 0.125569
XM_004924035.2 0.098504 0.040221 0.061036 0.084512 0.015697 0.021784 0.025555 0.089079
XM_004924036.2 0.049008 0.014641 0.031769 0.020012 0.018430 0.028801 0.027839 0.037618
XM_004924037.2 0.041457 0.008461 0.014718 0.007261 0.007096 0.005373 0.029707 0.021650
XM_004924052.2 0.021337 0.089009 0.069412 0.042196 0.045459 0.020614 0.021574 0.029120
XM_004924061.2 0.033837 0.015040 0.037134 0.049044 0.030824 0.009270 0.021461 0.022072
XM_004924062.1 0.135945 0.149862 0.177249 0.168465 0.384846 0.170096 0.165618 0.346194
XM_004924070.2 0.007239 0.008706 0.008535 0.007284 0.010057 0.005771 0.008292 0.012958
XM_004924074.2 0.126187 0.079445 0.091948 0.118166 0.114225 0.124671 0.140112 0.187403
XM_004924082.2 0.053913 0.059420 0.069775 0.128343 0.053470 0.046809 0.054025 0.085278
XM_004924088.2 0.059636 0.046882 0.123109 0.041895 0.112512 0.051114 0.063086 0.053262
XM_004924100.2 0.176552 0.086823 0.038507 0.091565 0.051279 0.074033 0.089108 0.106505
XM_004924102.1 0.061233 0.024575 0.070641 0.082106 0.070053 0.040162 0.070236 0.109865
XM_004924103.2 0.027848 0.006882 0.020422 0.023987 0.020792 0.010025 0.013706 0.020522
XM_004924106.2 0.015181 0.025314 0.030780 0.030777 0.015051 0.023234 0.013207 0.032969
XM_004924114.2 0.000079 0.000030 0.005418 0.000143 0.000042 0.000054 0.000118 0.000267
XM_004924115.2 0.030554 0.013932 0.438778 0.085467 0.050788 0.020184 0.077749 0.086628
XM_004924117.2 0.095512 0.144420 0.148386 0.140757 0.106630 0.091132 0.101492 0.164518
XM_004924118.2 0.078407 0.052150 0.097562 0.102880 0.087041 0.078349 0.072568 0.132556
XM_004924120.2 0.038710 0.034663 0.062339 0.097328 0.059760 0.025500 0.136261 0.093276
XM_004924121.2 0.071929 0.091193 0.106274 0.095182 0.112719 0.067757 0.101449 0.120708
XM_004924122.1 0.019181 0.012871 0.018709 0.022423 0.024247 0.012416 0.025046 0.020768
XM_004924133.2 0.019640 0.006469 0.029903 0.019598 0.003187 0.009744 0.026306 0.019729
XM_004924137.2 0.117465 0.051694 0.110120 0.133974 0.086306 0.139390 0.096551 0.143003
XM_004924143.2 0.097817 0.055205 0.064980 0.116039 0.066272 0.046394 0.087104 0.124858
XM_004924145.2 0.061755 0.080158 0.098936 0.110498 0.063942 0.074087 0.117362 0.108717
XM_004924146.2 0.088241 0.051648 0.074010 0.085391 0.053673 0.062834 0.080678 0.131199
XM_004924148.2 0.024304 0.009763 0.033269 0.024169 0.026398 0.013107 0.033624 0.019974
XM_004924174.2 0.073668 0.082581 0.173456 0.230513 0.015222 0.101190 0.201757 0.128683
XM_004924181.2 0.031511 0.045372 0.045473 0.051336 0.018150 0.034901 0.045541 0.052011
XM_004924185.2 0.132875 0.066680 0.127128 0.129779 0.062970 0.079621 0.076016 0.079200
XM_004924190.2 0.070892 0.068016 0.172485 0.111338 0.052769 0.079789 0.090091 0.082186
XM_004924193.2 0.013436 0.022919 0.015009 0.068793 0.027867 0.014451 0.021311 0.035663
XM_004924194.2 0.147398 0.151146 0.113944 0.202837 0.117531 0.160640 0.139430 0.257433
XM_004924212.2 0.000010 0.000001 0.000034 16.592278 0.001925 0.000000 0.001925 0.000010
XM_004924220.1 0.062607 0.051968 0.094466 0.193317 0.073308 0.069616 0.140499 0.088478
XM_004924236.2 0.040227 0.007398 0.011120 0.014077 0.008238 0.004795 0.005998 0.025968
XM_004924237.2 0.047318 0.016326 0.036564 0.039210 0.095799 0.017522 0.022056 0.033953
XM_004924244.2 0.037358 0.013108 0.028880 0.092247 0.050386 0.028423 0.026800 0.044798
XM_004924248.2 0.047905 0.007634 0.031928 0.027593 0.052932 0.019241 0.034917 0.035525
XM_004924261.2 0.522164 0.104344 0.298709 0.486479 0.654778 0.188734 0.194869 2.122646
XM_004924282.2 0.090154 0.034429 0.075745 0.065540 0.120539 0.528704 0.055371 0.503325
XM_004924283.2 0.072493 0.043582 0.052489 0.113533 0.102537 0.067328 0.040534 0.033669
XM_004924285.2 0.259956 0.001836 0.157944 1.407842 0.053759 0.203167 0.106541 0.249084
XM_004924288.2 0.083255 0.027361 0.055919 0.042770 0.093458 0.043632 0.070005 0.120150
XM_004924291.2 0.207014 0.076448 0.195536 0.186641 0.123622 0.067220 0.131907 0.214042
XM_004924292.2 0.115159 0.056504 0.058675 0.056561 0.102132 0.043195 0.059366 0.061721
XM_004924296.2 0.052734 0.084373 0.052238 0.051966 0.162710 0.074930 0.060003 0.072643
XM_004924298.2 0.143238 0.074891 0.138171 0.339865 0.096383 0.090143 0.188376 0.264548
XM_004924299.2 0.098669 0.009698 0.074493 0.144860 0.027997 0.066327 0.122387 0.058066
XM_004924320.2 0.170034 0.050711 0.111169 0.090868 0.071577 0.110909 0.085813 0.118576
XM_004924329.2 0.004234 0.012829 0.014967 0.398087 0.003110 0.028109 0.400005 0.004933
XM_004924348.2 0.005621 0.005520 0.022001 0.010803 0.000051 0.000253 0.008488 0.011113
XM_004924357.2 0.419639 0.053809 0.088191 0.103312 0.103439 0.121469 0.071842 0.140802
XM_004924362.2 0.289528 0.091894 0.085943 0.077675 0.159433 0.265594 0.104802 0.169404
XM_004924363.2 0.281316 0.085892 0.160363 0.277872 0.198406 0.257976 0.160139 0.143635
XM_004924364.2 0.013345 0.000034 0.037738 0.045247 0.019072 0.013967 0.053732 0.000072
XM_004924371.2 0.496641 0.000051 0.040623 0.062102 0.000192 0.041550 0.000180 0.020256
XM_004924379.2 0.004552 0.017678 0.040006 0.009230 0.009157 0.014821 0.008160 0.016874
XM_004924406.1 0.056267 0.028227 0.110678 0.253366 0.083323 0.112121 0.136287 0.236596
XM_004924427.2 0.032637 0.049568 0.055069 0.097868 0.054049 0.048374 0.049652 0.034314
XM_004924429.1 0.092301 0.050488 0.139992 0.066978 0.080376 0.072526 0.069583 0.114518
XM_004924433.1 0.024514 0.025075 0.125098 0.048184 0.012267 0.026819 0.026259 0.061309
XM_004924434.1 0.124343 0.275381 0.095200 0.069650 0.015885 0.038395 0.039466 0.123360
XM_004924435.2 0.228872 0.205827 0.205840 0.218308 0.113491 0.116877 0.152566 0.236649
XM_004924451.2 0.038544 0.021004 0.048627 0.081917 0.035592 0.028119 0.038768 0.053335
XM_004924453.2 0.072372 0.086635 0.159004 0.414628 0.107733 0.084017 0.227684 0.103957
XM_004924457.2 0.157483 0.136521 0.084090 0.109018 0.077368 0.125552 0.092309 0.141251
XM_004924458.1 0.099434 0.077178 0.175377 0.085849 0.112017 0.111883 0.087905 0.042613
XM_004924459.2 0.016634 0.021303 0.035138 0.057689 0.028436 0.014828 0.023406 0.049537
XM_004924460.2 0.055524 0.033790 0.203153 0.047707 0.049437 0.028772 0.060772 0.029071
XM_004924466.2 0.014259 0.020230 0.017423 0.008644 0.024582 0.019014 0.005747 0.005880
XM_004924468.2 0.058867 0.032535 0.040432 0.090534 0.057013 0.036279 0.041932 0.068511
XM_004924469.2 0.058544 0.026401 0.063052 0.084754 0.033780 0.036621 0.057168 0.171515
XM_004924478.2 0.052952 0.053466 0.049194 0.103508 0.059890 0.058615 0.041700 0.120551
XM_004924479.2 0.063561 0.025395 0.044037 0.033902 0.018517 0.027741 0.027456 0.105648
XM_004924484.1 0.059530 0.044354 0.066857 0.083556 0.053172 0.070563 0.059891 0.089723
XM_004924496.2 0.010320 0.003682 0.012254 0.019885 0.000167 0.004970 0.047706 0.074158
XM_004924497.2 0.034029 0.037876 0.054641 0.035727 0.028209 0.038005 0.031152 0.062986
XM_004924503.2 0.115236 0.131686 0.110801 0.440571 0.204770 0.167031 0.044971 0.303437
XM_004924504.2 0.000025 0.000175 0.000171 0.000167 0.042005 0.000163 0.002617 0.002628
XM_004924510.2 0.035788 0.017138 0.045015 0.067821 0.046468 0.019045 0.058262 0.040773
XM_004924512.2 0.084404 0.078805 0.096316 0.171627 0.099463 0.082996 0.091684 0.140913
XM_004924516.2 0.021625 0.027404 0.062129 0.030295 0.009691 0.045048 0.032041 0.032862
XM_004924519.2 0.043071 0.030671 0.054733 0.088547 0.043850 0.035765 0.051562 0.071998
XM_004924522.2 0.044940 0.061045 0.341786 0.065197 0.026028 0.046580 0.035239 0.017867
XM_004924523.2 0.037390 0.008146 0.033951 0.027278 0.031696 0.011357 0.025963 0.023843
XM_004924525.1 0.013514 0.012140 0.033685 0.038490 0.026413 0.020599 0.020339 0.072234
XM_004924546.2 0.131489 0.052687 0.080039 0.116689 0.106779 0.115886 0.133306 0.101044
XM_004924553.2 0.033287 0.071200 0.032920 0.058330 0.017316 0.025657 0.000200 0.034542
XM_004924554.2 0.123340 0.105764 0.147353 0.194754 0.340931 0.243038 0.501504 0.150741
XM_004924557.2 0.022784 0.020335 0.048245 0.040637 0.038896 0.013307 0.039459 0.053159
XM_004924559.2 0.061901 0.050344 0.085769 0.085699 0.048571 0.051556 0.061727 0.088199
XM_004924564.2 0.020911 0.012150 0.020396 0.042339 0.022149 0.081633 0.031729 0.082694
XM_004924567.2 0.018193 0.011387 0.011477 0.028360 0.036628 0.045884 0.062827 0.036895
XM_004924569.2 0.063118 0.021731 0.077937 0.211601 0.046375 0.082673 0.148836 0.091209
XM_004924579.2 0.038554 0.020614 0.038642 0.054896 0.021236 0.032524 0.057815 0.048438
XM_004924580.1 0.103295 0.098854 0.157682 0.436175 0.215495 0.044943 0.187261 0.134327
XM_004924590.2 0.079882 0.039998 0.054487 0.088504 0.047836 0.040541 0.058652 0.055954
XM_004924595.2 0.224215 0.038457 0.124724 0.207538 1.030419 0.048738 0.117832 0.201297
XM_004924597.2 0.089061 0.035660 0.074814 0.063205 0.068609 0.025040 0.110566 0.093154
XM_004924599.2 0.015043 0.010555 0.017014 0.026271 0.011090 0.042457 0.012258 0.013633
XM_004924604.2 0.014538 0.033727 0.021527 0.042470 0.008392 0.030466 0.010131 0.023946
XM_004924606.2 0.120468 0.069677 0.123080 0.133664 0.091723 0.089608 0.122409 0.141476
XM_004924611.2 0.047373 0.021948 0.035992 0.059771 0.058335 0.055631 0.031866 0.042212
XM_004924612.2 0.018386 0.012439 0.041670 0.026352 0.026869 0.017270 0.025061 0.037978
XM_004924614.2 0.076861 0.020166 0.038343 0.091849 0.057498 0.038193 0.062432 0.089371
XM_004924615.1 0.063476 0.049745 0.090199 0.088512 0.067248 0.068115 0.108944 0.114037
XM_004924620.2 0.045335 0.037613 0.052041 0.066194 0.037419 0.035857 0.025961 0.027024
XM_004924621.2 0.032137 0.018924 0.013055 0.022306 0.015659 0.015101 0.012882 0.016908
XM_004924624.1 0.040323 0.047082 0.056035 0.104993 0.083570 0.044053 0.048884 0.064705
XM_004924627.2 0.010233 0.009599 0.023701 0.015976 0.018668 0.015389 0.011970 0.029767
XM_004924629.2 0.126840 0.053053 0.047144 0.070351 0.047232 0.041592 0.069358 0.098317
XM_004924636.2 0.150670 0.093678 0.072482 0.111584 0.070497 0.080855 0.108274 0.107822
XM_004924643.2 0.088369 0.059017 0.155956 0.154141 0.089375 0.095280 0.101282 0.133674
XM_004924645.2 0.078809 0.045262 0.041648 0.078119 0.045495 0.054829 0.058154 0.062305
XM_004924648.1 0.031584 0.024004 0.039087 0.072499 0.032085 0.036789 0.056769 0.067246
XM_004924650.2 0.128863 0.004201 0.041644 0.025640 0.038181 0.070704 0.076539 0.042280
XM_004924651.2 0.077166 0.048779 0.067877 0.106784 0.086375 0.048306 0.101193 0.111777
XM_004924658.2 0.099695 0.036518 0.073480 0.078926 0.054227 0.092070 0.061783 0.109146
XM_004924659.2 0.053363 0.031819 0.053538 0.171163 0.018002 0.042159 0.101812 0.030276
XM_004924661.1 0.026896 0.003983 0.024130 0.034315 0.026181 0.006030 0.009043 0.020778
XM_004924663.2 0.172920 0.117927 0.195098 0.240223 0.142519 0.198456 0.146107 0.169417
XM_004924668.2 0.133185 0.094437 0.143043 0.183808 0.080365 0.063248 0.162484 0.171939
XM_004924670.2 0.047066 0.015691 0.049165 0.074819 0.052370 0.054781 0.072362 0.063407
XM_004924675.2 0.032875 0.015172 0.022598 0.039127 0.020398 0.039845 0.031253 0.016010
XM_004924676.2 0.009577 0.012464 0.085023 0.028665 0.018697 0.009405 0.031801 0.045848
XM_004924687.2 0.091934 0.070445 0.176390 0.073563 0.105023 0.058761 0.133612 0.142986
XM_004924689.2 0.088744 0.054950 0.071231 0.074067 0.080673 0.056079 0.078979 0.116863
XM_004924701.1 0.080606 0.070930 0.076154 0.151497 0.091706 0.093209 0.094512 0.191520
XM_004924704.2 0.151335 0.023522 0.185655 1.050920 0.002578 0.185916 0.208498 0.335775
XM_004924705.1 0.115740 0.072630 0.124756 0.128097 0.130181 0.116880 0.134892 0.136011
XM_004924706.2 0.461525 0.097104 0.170563 0.111197 0.230641 0.483994 0.198475 0.270035
XM_004924712.2 0.018051 0.016698 0.023132 0.041669 0.037709 0.030814 0.029064 0.052058
XM_004924719.2 0.034889 0.037440 0.022040 0.105408 0.043948 0.031177 0.039767 0.059975
XM_004924728.2 0.071533 0.022983 0.084781 0.043361 0.047086 0.034970 0.051174 0.061771
XM_004924729.2 0.021449 0.017736 0.156847 0.061705 0.019614 0.008018 0.037020 0.054587
XM_004924731.2 0.065115 0.080330 0.135307 0.159179 0.079937 0.050899 0.078218 0.246721
XM_004924732.2 0.011375 0.015549 0.019540 0.021351 0.013428 0.013665 0.011172 0.034475
XM_004924733.2 0.062083 0.046463 0.033960 0.158044 0.065449 0.020586 0.140765 0.101474
XM_004924734.1 0.026630 0.016985 0.024695 0.050498 0.030653 0.021317 0.040112 0.035673
XM_004924735.2 0.030602 0.044211 0.026223 0.039703 0.046995 0.007793 0.035573 0.035838
XM_004924741.2 0.004719 0.008459 0.039960 0.020125 0.040995 0.011738 0.022003 0.035958
XM_004924742.1 0.093297 0.033621 0.093752 0.074614 0.085128 0.036132 0.061197 0.122000
