GeneID L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
NM_001202536.1 0.15530 0.16023 0.11002 0.04148 0.00216 0.00287 0.01793 0.04140
NM_001204479.1 0.00911 0.01457 0.01325 0.00993 0.01694 0.01703 0.02010 0.01607
NM_001204481.1 999.00000 0.18764 0.30048 0.17050 0.01003 674.06624 0.01930 999.00000
NM_001252420.1 0.00235 0.31611 0.06585 0.00430 0.12348 0.30832 0.16093 0.52654
NM_001252673.1 0.00883 0.00252 0.00817 0.01633 0.01067 0.00351 0.00704 0.00652
NM_001256985.1 0.09388 0.07445 0.01381 122.52795 0.00204 0.01795 0.06025 0.02267
NM_001256987.1 0.04501 0.06574 0.00095 0.04449 0.02386 0.05845 0.03825 0.05039
NM_001256989.1 0.01625 0.09561 0.03525 0.03396 0.03133 0.06489 999.00000 0.00037
NM_001256990.1 0.00602 0.00010 0.01414 0.02625 0.00010 0.01213 745.25935 0.00010
NM_001257002.1 0.00260 0.00010 0.02463 0.02746 0.01867 0.07576 0.00323 0.01023
NM_001257004.1 0.00454 0.00415 0.00358 0.03133 0.00212 0.01104 0.02129 0.00967
NM_001257007.1 0.01126 0.02678 0.05512 0.00740 0.02476 0.00231 0.09502 0.03441
NM_001257008.1 0.02346 0.06445 0.04893 0.09572 0.06749 0.05047 0.13638 0.07784
NM_001257011.1 0.01820 0.00856 0.02036 0.21531 0.03106 0.01700 0.01995 0.03146
NM_001257012.1 0.00259 0.00747 0.00491 0.00314 0.00671 0.00295 0.00862 0.00362
NM_001257025.1 0.00046 0.03232 0.00534 0.02028 0.02483 0.01277 0.00573 0.00884
NM_001257044.1 0.03538 0.06742 0.06880 0.07963 0.05201 0.06186 0.07826 0.08666
NM_001257046.1 0.00955 0.01812 0.02473 0.02714 0.01952 0.00922 0.02711 0.02475
NM_001257055.1 0.16995 0.16818 0.12702 0.23427 2.06560 0.00354 0.01166 0.15562
NM_001257337.1 0.00705 0.00912 0.01353 0.01583 0.00589 0.02718 0.01874 0.01068
NM_001279362.1 0.75599 0.00010 999.00000 0.00010 0.00010 0.00446 0.00223 0.00220
NM_001279388.1 0.00871 0.02299 0.01572 0.01134 0.01122 0.01096 0.01840 0.00091
NM_001279391.1 0.00832 0.02144 0.00294 0.00557 0.01941 0.00089 0.04833 0.00754
NM_001279397.1 999.00000 0.00010 0.00475 0.29811 0.05566 0.00010 0.14719 0.00181
NM_001279400.1 0.08072 0.01481 0.06222 0.04050 0.08923 0.02890 0.04314 0.00225
NM_001279414.1 0.20870 0.05513 0.05749 0.06937 0.07538 0.03564 0.04281 0.08967
NM_001279424.1 0.03166 0.02775 0.04236 0.05122 0.03938 0.04845 0.03485 0.03026
NM_001279429.1 0.02346 0.01097 0.03123 0.02990 0.02099 0.01345 0.00979 0.02492
NM_001279454.1 0.07799 0.02459 0.05954 0.18428 0.03795 0.03207 0.06884 0.07132
NM_001279459.1 0.06765 0.01949 0.05754 0.01195 0.02086 0.02208 0.00245 0.04650
NM_001279462.1 0.02015 0.05591 0.05793 0.00069 0.00110 0.00866 0.05242 0.02015
NM_001279484.1 0.03925 0.01100 0.01012 0.01810 0.01269 0.01377 0.02155 0.01636
NM_001279507.1 0.02405 0.02333 0.04209 0.02258 0.02783 0.01055 0.03289 0.02041
NM_001281891.1 0.05887 0.02622 0.02066 0.01949 0.07156 0.03117 0.01048 0.06091
NM_001281894.1 0.01608 0.02240 0.03264 0.02728 0.00101 0.06627 0.02856 0.01455
NM_001281896.1 0.02134 0.02775 0.12260 0.00768 0.15951 0.10595 0.04528 0.00455
NM_001281897.1 0.01305 0.01034 0.01287 0.03118 0.02949 0.03828 0.01604 0.02083
NM_001282221.1 0.02363 0.03786 0.01369 0.04422 0.04299 0.00667 0.04198 0.04572
NM_001282222.1 0.07755 0.15327 0.34666 0.14985 0.17810 0.07507 0.10781 0.09671
NM_001282223.1 0.02413 0.01387 0.02506 0.01946 0.03975 0.02583 0.01376 0.01142
NM_001285966.1 0.00010 999.00000 0.00756 0.01595 0.00055 0.00010 999.00000 0.00010
NM_001287400.1 0.02399 0.05010 0.07578 999.00000 0.10569 0.02786 0.09841 0.00142
NM_001287830.1 0.00198 0.01867 0.23439 161.40362 0.03878 0.01626 0.06901 0.01356
NM_001287837.1 0.14271 0.01622 0.01442 0.01102 0.01223 0.00989 0.01362 0.00644
NM_001287844.1 0.01401 0.00790 0.03597 0.02810 0.02021 0.04306 0.04518 0.01833
NM_001288670.1 0.01563 0.02474 0.00942 0.08935 0.00492 0.00272 0.01020 0.00497
NM_001294284.1 0.04547 998.87213 0.02131 0.02639 0.00074 0.04061 0.60553 0.01413
NM_001294286.1 0.01904 0.01630 0.02021 0.03165 0.07579 0.03776 0.16325 0.00776
XM_004921481.2 0.01362 0.00555 0.04854 0.00435 999.00000 0.01409 0.09781 0.00614
XM_004921496.1 0.10371 0.07064 0.03009 0.07725 0.06508 0.05794 0.04431 0.06676
XM_004921499.2 0.05410 0.03179 0.04521 0.19850 0.09079 0.03764 0.16734 0.02244
XM_004921505.2 0.03051 0.02464 0.01942 0.03955 0.06132 0.00025 0.84511 0.00040
XM_004921507.2 0.02094 0.01324 0.03390 0.02974 0.01988 0.02423 0.04084 0.02655
XM_004921508.2 0.17184 0.09634 0.38042 999.00000 0.00412 999.00000 999.00000 0.05592
XM_004921514.2 0.28022 0.06539 0.05199 0.00432 0.03775 0.14655 0.05025 0.20936
XM_004921517.2 0.02133 0.05505 0.02798 0.03718 0.10300 0.00799 0.07211 0.00754
XM_004921520.1 0.00261 0.00754 0.01060 0.01301 0.00392 0.00805 0.01278 0.01248
XM_004921522.2 999.00000 0.05786 0.00137 0.00131 0.01027 0.02685 0.00063 0.01848
XM_004921526.2 0.00628 0.10203 0.20428 0.13123 0.05696 0.14472 0.17327 0.14334
XM_004921528.2 0.04372 0.03840 0.04170 0.02127 0.06872 0.07040 0.00131 0.11125
XM_004921529.2 0.01234 0.02199 0.11884 0.15293 0.03315 0.00404 0.11853 0.05572
XM_004921534.2 0.04135 0.02849 0.05096 0.04579 0.03893 0.04730 0.04253 0.06297
XM_004921535.2 0.02091 0.00953 0.00342 0.00341 0.01834 0.00279 0.01408 0.00684
XM_004921537.2 0.00246 0.00010 0.10657 0.38994 0.00025 0.00010 45.30931 0.00012
XM_004921538.2 0.10284 0.02546 0.03518 0.07981 0.05229 0.02799 0.20277 0.01706
XM_004921539.2 0.09213 0.08390 0.01112 0.11147 0.06515 0.03420 0.13096 0.08753
XM_004921540.2 0.00572 0.01410 0.06005 0.02308 0.01270 0.00746 0.06733 0.01231
XM_004921541.1 0.12018 0.08311 0.05719 0.17863 0.00224 999.00000 0.06814 0.09654
XM_004921545.2 0.02412 0.03941 0.00813 0.02487 0.01498 0.11600 275.24061 0.05263
XM_004921546.2 0.05344 0.02413 0.00321 0.05457 0.01667 0.00590 0.01817 0.01315
XM_004921547.2 0.00850 0.03389 0.03931 0.03656 0.01177 0.01674 0.01587 0.08354
XM_004921550.2 0.00798 0.00507 0.03751 0.01753 0.01109 0.00010 999.00000 0.00519
XM_004921554.2 0.00094 0.05984 0.00742 0.01277 0.00133 0.02532 0.01745 0.01856
XM_004921559.2 0.05264 0.03145 0.03125 0.01493 0.02401 0.02156 0.04647 0.03185
XM_004921561.2 0.18609 0.08036 0.05483 0.00152 0.03376 0.07062 0.00944 0.14158
XM_004921567.2 0.02115 0.01065 0.01314 0.01743 0.01197 0.01781 0.00976 0.01509
XM_004921573.2 0.06813 0.02775 0.00188 0.04383 0.04337 0.01669 0.03418 0.08521
XM_004921583.2 0.03892 0.00878 0.06432 0.04747 0.03430 0.05262 0.01222 0.07168
XM_004921585.2 0.01547 0.00981 0.01756 0.01162 0.01603 0.01135 0.01660 0.01397
XM_004921589.2 0.01834 0.01891 0.03492 0.10537 0.02849 0.06732 0.07252 0.02448
XM_004921595.2 0.17060 0.25854 0.04324 0.00262 0.02260 0.04157 0.02541 0.01292
XM_004921606.2 0.06176 0.01166 0.01210 0.07801 0.00010 0.00010 0.02436 0.01780
XM_004921609.2 0.01373 0.01192 0.03123 0.00812 0.01745 0.01828 0.02059 0.01231
XM_004921612.2 0.00853 0.00300 0.01371 0.06768 0.00917 0.01283 0.02189 0.00128
XM_004921613.2 0.05938 0.07550 0.00318 0.07787 0.05253 0.05582 0.03813 0.06966
XM_004921620.2 0.02295 0.03216 0.02685 0.02139 0.01121 0.02678 0.08042 0.02609
XM_004921647.2 0.02490 0.06677 0.02002 0.00970 0.03887 0.04620 0.01444 0.02328
XM_004921650.2 0.04398 0.02626 0.04120 0.01452 0.09965 0.04843 0.04502 0.07686
XM_004921654.1 0.01171 0.00846 0.01535 0.01904 0.01629 0.01797 0.02689 0.03247
XM_004921655.2 0.03264 0.01818 0.05479 0.05762 0.04628 0.04460 0.06597 0.03752
XM_004921667.2 0.01913 0.00139 0.01216 0.00766 0.00508 0.00475 0.01374 0.00471
XM_004921668.2 0.03096 0.01852 0.03862 0.02163 0.03083 0.01630 0.08454 0.02637
XM_004921670.2 0.05344 0.05935 0.04678 0.05497 0.07083 0.04341 0.05767 0.05056
XM_004921675.1 0.01998 0.05639 0.06486 0.08311 0.04680 0.04816 0.11086 0.03226
XM_004921676.2 0.00781 0.00900 0.01467 0.00733 0.00481 0.00177 0.01750 0.00186
XM_004921680.2 0.04675 0.03414 0.04420 0.05538 0.03691 0.04506 0.05940 0.01726
XM_004921681.2 0.01449 0.01408 0.02264 0.02287 0.02533 0.04420 0.02520 0.02946
XM_004921682.2 0.01263 0.02677 0.02730 0.07895 0.02737 0.03151 0.02342 0.01618
XM_004921685.2 0.02122 0.01031 0.02755 0.03194 0.01930 0.02856 0.01370 0.02542
XM_004921687.2 0.03430 0.00099 0.03717 0.01849 0.04466 0.03102 0.02334 0.01963
XM_004921688.2 0.06447 0.02295 0.03083 0.05753 0.03272 0.04330 0.05489 0.03237
XM_004921690.2 0.01272 0.00632 0.02536 0.02759 0.00859 0.01646 0.02256 0.01746
XM_004921693.2 0.03438 0.02489 0.03767 0.03381 0.03602 0.04016 0.02482 0.06385
XM_004921703.2 0.00010 0.00080 0.00553 0.13211 0.01596 999.00000 0.00010 0.00010
XM_004921715.2 0.00830 0.01758 0.02036 0.02582 0.00976 0.02629 0.01145 0.02098
XM_004921727.2 0.03123 0.03299 0.06614 0.02421 0.01013 0.02160 0.04078 0.02377
XM_004921742.2 0.07933 0.01115 999.00000 0.31954 0.00771 0.03651 0.04646 0.06382
XM_004921744.2 0.02480 0.03668 0.00109 0.04858 0.08304 0.02180 0.04605 0.04739
XM_004921745.2 0.00846 0.00704 0.02310 0.01579 0.02725 0.00577 0.01539 0.02011
XM_004921747.2 0.01804 0.03559 0.02835 0.02048 0.02433 0.01560 0.02527 0.03755
XM_004921749.2 0.02312 0.05006 0.03865 0.04332 0.03679 0.06395 0.04733 0.06251
XM_004921751.2 0.02169 0.00942 0.00222 999.00000 0.00037 0.01534 0.00790 999.00000
XM_004921755.2 0.01816 0.01193 0.05993 0.02069 0.05440 0.02770 0.02365 0.03687
XM_004921761.1 0.06718 0.05360 0.11170 0.09241 0.10342 0.04069 0.15077 0.11462
XM_004921762.2 0.09425 0.07302 0.10714 0.05713 0.02786 0.11106 0.06287 0.10749
XM_004921765.2 0.07700 0.02091 0.05274 0.04886 0.02383 0.02265 0.05423 0.05452
XM_004921778.2 0.07400 0.09929 0.13920 0.28673 0.05471 124.77017 0.04199 0.01335
XM_004921780.2 0.04973 0.02043 0.03386 0.05557 0.02505 0.01473 0.01550 0.02584
XM_004921784.2 0.04350 0.03828 0.02146 0.06926 0.05877 0.05446 0.07751 0.04171
XM_004921789.1 0.01390 0.01068 0.00574 0.01215 0.01203 0.01676 0.04575 0.00319
XM_004921790.1 606.38651 685.67651 0.02469 0.00135 0.04897 0.01597 0.03626 0.11376
XM_004921793.1 0.02549 0.03627 0.05944 0.08269 0.06145 0.00129 0.01512 0.00163
XM_004921795.2 0.03990 0.01280 0.05500 0.03918 0.04952 0.04089 0.02388 0.04112
XM_004921799.1 0.12181 0.07219 0.10727 0.10240 0.08573 0.07277 0.08860 0.09560
XM_004921800.2 0.02982 0.01023 0.01118 0.09573 0.00067 0.03072 0.00967 0.00075
XM_004921804.2 0.02671 0.01554 0.04686 0.03709 0.03555 0.01285 0.01422 0.02450
XM_004921805.2 0.02742 0.01008 0.01558 0.01140 0.02164 0.05908 0.01699 0.01914
XM_004921810.2 0.05137 0.03511 0.01528 0.09398 0.05811 0.05307 0.00111 0.00731
XM_004921814.2 0.01370 0.02098 0.00756 0.00624 0.03997 0.01073 0.00087 0.00566
XM_004921823.2 0.03964 0.33609 0.00463 0.01134 0.03070 0.03783 0.04541 0.04999
XM_004921832.2 0.00633 0.00753 0.00481 0.01314 0.00523 0.00689 0.01470 0.00817
XM_004921840.2 0.05911 0.01097 0.04650 0.02787 0.01829 0.01472 409.64239 0.01203
XM_004921845.2 0.06116 0.07206 0.05493 0.08672 0.06440 0.04774 0.05983 0.06820
XM_004921853.2 0.00664 0.04952 0.06293 0.07542 0.00440 0.11803 0.00327 0.02963
XM_004921863.2 0.03468 0.03461 0.03286 0.04711 0.02137 0.02218 0.01661 0.04874
XM_004921866.2 0.09850 0.03189 0.06951 0.13371 0.02912 0.03851 0.07081 0.03803
XM_004921874.2 0.04669 0.05445 0.06149 0.00199 0.20588 0.04698 0.06937 0.08704
XM_004921875.2 0.03981 0.01511 0.04323 0.07296 0.02301 0.00836 0.02229 0.03213
XM_004921883.2 999.00000 0.13848 0.02405 0.02263 0.02457 0.23871 0.05190 0.06290
XM_004921893.2 0.03605 0.02482 0.02041 0.01958 0.01733 0.00715 0.02474 0.03326
XM_004921900.2 0.08067 999.00000 0.06927 0.56793 0.01343 0.44425 0.03943 999.00000
XM_004921907.2 0.00014 0.02235 0.00340 3.76051 0.00270 1.13150 0.08268 0.02307
XM_004921912.2 0.02533 0.04249 0.01540 0.03218 0.04475 0.02071 0.03564 0.01190
XM_004921913.1 0.00624 0.00108 0.00461 0.02694 0.00236 999.00000 999.00000 0.00987
XM_004921914.2 0.03373 0.04997 0.01471 0.08564 0.00866 0.03121 0.02782 0.02973
XM_004921916.2 0.02238 0.02855 0.03010 0.02777 999.00000 0.02248 0.04889 0.02758
XM_004921917.2 0.00865 298.96960 0.01581 0.01074 0.00516 54.75576 0.02641 0.59232
XM_004921918.2 0.03793 0.02262 0.03156 0.03120 0.03411 0.03581 0.02515 0.02149
XM_004921920.2 0.01776 0.00778 0.02160 0.00671 0.01604 0.00579 0.02824 0.02541
XM_004921921.2 0.33814 0.11633 0.07006 0.19896 0.00010 0.00101 0.05504 0.00794
XM_004921923.2 0.15289 0.07595 0.11460 0.08334 0.15657 0.09798 0.03303 0.09176
XM_004921924.2 41.67978 0.00010 0.00256 0.00464 0.01594 0.00115 0.00095 0.00010
XM_004921925.2 0.00388 0.08557 0.04921 46.60689 0.00234 0.00225 0.17331 0.03215
XM_004921929.2 0.00124 0.04287 0.22861 0.00589 0.01479 0.00010 0.00181 0.18187
XM_004921933.2 0.02774 0.02163 0.01990 0.01597 0.01469 0.01950 0.02947 0.02870
XM_004921936.2 0.00010 0.00010 0.00010 0.01164 0.00010 0.00010 999.00000 999.00000
XM_004921938.2 0.07948 0.03552 0.00557 0.06198 0.13712 0.04470 999.00000 0.04935
XM_004921939.1 0.07766 0.01107 0.04252 0.01657 0.02003 0.04692 0.03918 0.01760
XM_004921942.2 0.05859 0.06551 0.05042 0.04676 0.06059 0.04234 0.03445 0.06938
XM_004921949.2 0.01911 0.05805 0.13518 0.01624 0.05540 0.05666 0.07022 0.07393
XM_004921952.1 0.11014 0.08967 0.08928 0.10099 0.07102 0.07552 0.07842 0.06164
XM_004921955.2 0.03071 0.02101 0.01093 0.00988 0.02100 0.00873 0.00972 0.02157
XM_004921957.2 0.10276 0.05640 0.03310 0.07618 0.09670 0.00600 0.05235 0.04596
XM_004921959.2 0.01471 0.00891 0.02771 0.03639 0.02662 0.01805 0.03291 0.03905
XM_004921961.2 0.20152 0.00115 0.00236 0.11243 0.10178 0.10374 0.08766 0.04130
XM_004921975.2 0.00774 0.00777 0.01862 0.03393 0.01460 0.00836 0.01126 0.01634
XM_004921982.2 0.34736 0.24232 0.04499 0.01841 0.03814 0.01420 0.00266 0.03990
XM_004921993.2 0.09290 0.01816 0.01409 0.00106 0.01680 0.01841 0.10684 0.03292
XM_004921995.1 0.14340 0.02466 0.00203 0.02075 0.00995 0.07677 0.00183 0.04729
XM_004922013.2 0.04675 0.03360 0.04009 0.05443 0.03118 0.03878 0.02902 0.05045
XM_004922014.2 0.02407 0.04617 0.02844 0.03161 0.01346 0.03030 0.01048 0.01345
XM_004922020.2 0.04364 0.05394 0.02421 0.02494 0.00189 0.02594 0.06134 0.01046
XM_004922024.2 0.15288 0.00899 0.04546 0.01452 0.02462 0.00010 0.10907 0.00035
XM_004922031.2 0.04182 0.03868 0.02385 0.12604 0.05792 0.06030 0.03218 0.05379
XM_004922032.2 0.02681 0.02118 0.04719 0.02795 0.04449 0.10920 0.03004 0.01098
XM_004922038.1 0.03363 748.99182 0.00513 0.04075 0.04233 0.01963 0.02323 0.10628
XM_004922040.2 0.04148 0.01713 0.03635 0.01091 0.00954 0.01043 0.07223 0.00104
XM_004922045.2 0.00803 0.01342 0.01147 0.04779 0.04446 0.01314 0.00455 0.02387
XM_004922049.2 0.02614 0.02343 0.02390 0.04208 0.01583 0.01736 0.02124 0.02696
XM_004922050.2 0.00010 4.65098 0.00010 0.00010 0.00010 0.35790 0.00010 0.00010
XM_004922052.2 1.51438 0.00010 0.55544 0.05436 0.00158 0.00010 0.00275 0.18854
XM_004922060.2 0.02726 0.02716 0.11466 0.04737 0.03189 0.07943 0.09086 0.04308
XM_004922068.2 0.02183 999.00000 0.01698 0.33764 999.00000 0.00010 0.00010 999.00000
XM_004922076.2 0.03555 0.00715 0.01680 0.02511 0.00902 0.01044 0.06559 0.01202
XM_004922084.1 0.02018 0.02511 0.05915 0.07114 0.00968 0.01424 0.02053 0.01849
XM_004922090.2 0.06949 0.07470 0.06913 0.06253 162.59381 0.01176 0.03522 0.01133
XM_004922097.2 0.00229 0.00010 6.33763 241.33076 113.40255 0.00155 0.00010 6.60941
XM_004922098.2 0.00010 0.00010 0.01211 0.01013 0.01851 999.00000 159.41000 0.00390
XM_004922102.1 1.03493 0.01723 0.30246 38.74742 0.00156 0.03304 0.00201 0.55804
XM_004922105.2 0.03477 0.06691 0.02645 0.00103 0.03717 0.02020 0.02786 0.00928
XM_004922109.2 0.07268 0.07255 0.05786 0.06626 100.36894 0.01138 0.01229 0.05094
XM_004922110.2 0.02578 0.01957 0.16355 0.01005 0.01040 0.02108 0.06012 0.00221
XM_004922111.2 999.00000 999.00000 0.00623 0.02809 0.00959 0.02264 0.00877 0.00206
XM_004922114.2 0.00814 0.01248 0.02604 0.00590 0.00961 0.00113 0.00342 0.03019
XM_004922115.2 0.00936 0.14720 0.00344 0.00524 0.00189 0.04900 0.00996 0.01094
XM_004922123.1 0.05812 0.05085 0.00255 0.04598 0.07648 0.04269 0.26473 0.06359
XM_004922124.2 0.00039 0.00016 0.00330 0.00617 0.00136 3.39430 0.00575 14.01811
XM_004922125.2 0.00580 0.12512 0.03396 0.06430 0.03162 0.04171 0.05728 0.02823
XM_004922131.2 0.25297 0.00221 0.40164 0.06238 0.07904 0.00186 0.21886 0.00191
XM_004922139.2 0.00478 0.09211 0.02548 0.00187 0.04980 0.01467 0.00273 999.00000
XM_004922140.2 0.10355 0.04830 0.07831 0.19622 0.11520 0.13506 0.04201 0.00163
XM_004922151.2 0.01695 0.01062 0.00603 0.01392 6.19143 0.00020 0.00555 0.00320
XM_004922158.2 0.04579 0.04097 0.03151 0.03099 0.00130 0.07104 0.01353 0.00166
XM_004922168.2 2.79571 0.24766 0.00348 0.05593 0.07317 0.04604 0.00356 0.09758
XM_004922187.2 0.01284 0.04314 0.05147 0.06552 0.00939 0.00140 0.07732 0.04985
XM_004922188.2 0.02341 0.01739 0.57416 0.03246 0.01942 999.00000 0.02544 498.82818
XM_004922191.2 0.03463 0.01207 0.01420 0.02029 0.02034 0.07384 0.03167 0.02733
XM_004922193.2 0.01617 0.01931 0.02969 0.04940 0.00913 0.01858 0.01137 0.06167
XM_004922201.2 0.04926 0.01176 0.05055 0.02833 0.00120 0.02987 0.07484 0.03890
XM_004922202.2 999.00000 0.06318 0.53915 0.12944 0.00126 0.02210 0.08128 0.00913
XM_004922203.2 0.00010 0.00216 0.94259 999.00000 0.00010 0.00010 0.00010 0.00010
XM_004922220.2 0.01556 0.00268 0.02091 0.01558 0.00319 0.00227 0.01261 0.01126
XM_004922246.2 0.29996 0.00010 0.02162 0.07164 0.01733 0.00010 0.00095 0.00031
XM_004922311.2 0.00375 999.00000 0.00749 0.01017 0.07062 0.02221 0.04841 0.09987
XM_004922314.2 0.03042 0.04497 0.02589 0.02887 0.03137 0.03392 0.00055 0.02739
XM_004922315.2 0.00527 0.00010 0.02409 0.02601 0.01389 0.01094 0.01032 0.00451
XM_004922318.2 0.13260 0.01718 181.21234 0.37893 1.06834 0.00212 0.03621 0.43511
XM_004922326.2 0.05162 0.02694 0.03346 0.00214 0.05678 0.06692 0.16423 0.03494
XM_004922329.2 0.02161 0.02581 0.01216 0.00938 0.01061 0.03994 0.03095 0.01554
XM_004922331.2 0.05372 0.02009 0.06712 0.01313 0.02895 0.03046 0.03629 0.04424
XM_004922334.2 0.02731 0.01811 0.01787 0.00610 0.00927 0.01296 0.01525 0.02641
XM_004922335.1 0.00639 0.01271 0.03619 0.01291 0.02340 0.02379 0.02520 0.02178
XM_004922336.1 0.01055 0.00582 0.02421 0.04745 0.01499 0.00954 0.01331 0.00336
XM_004922344.2 0.16415 0.03186 0.14840 0.00995 0.00219 0.00200 0.15096 0.04958
XM_004922345.2 0.01593 0.04440 0.01965 0.02594 0.39477 0.00483 0.02006 0.01190
XM_004922349.2 0.06360 0.05671 0.02816 0.02578 0.02149 0.00795 0.01240 0.04109
XM_004922350.2 0.29005 0.06640 0.06279 0.09119 0.05389 0.06810 0.02177 0.04520
XM_004922353.2 0.72897 0.38012 0.35006 0.40509 0.35549 0.46733 0.69112 0.70089
XM_004922359.2 0.01953 0.01594 0.01964 0.03722 0.02301 0.01164 0.01827 0.03099
XM_004922369.2 0.03490 0.04243 0.03962 0.01040 0.01295 0.03685 0.06566 0.06252
XM_004922372.2 0.00054 0.05581 0.00082 0.00158 0.02134 0.00063 0.00477 20.41169
XM_004922391.2 0.02683 0.01705 0.04465 0.04137 0.03799 0.07287 0.06760 0.02796
XM_004922393.2 0.00981 0.03133 999.00000 0.00134 0.03031 0.07679 0.05908 0.00066
XM_004922394.2 0.05029 0.04614 0.02683 0.03811 0.10135 0.01605 0.06039 0.01268
XM_004922402.2 0.00741 0.00812 0.01590 0.01746 0.00879 0.04034 0.00068 5.05601
XM_004922403.1 0.01998 0.02627 0.01960 0.03603 0.01199 0.01409 0.01217 0.01459
XM_004922407.2 0.02307 0.00104 0.02460 0.04015 0.03811 0.10303 0.03949 0.00135
XM_004922408.1 0.29080 0.22905 0.06493 0.00135 0.05017 0.04369 999.00000 0.01891
XM_004922417.2 0.05740 0.06004 0.11451 0.06815 0.03614 0.09821 0.20479 0.03698
XM_004922419.1 0.01733 0.02238 0.00096 0.05611 0.01998 0.00040 0.01360 0.01850
XM_004922420.2 0.01451 0.00092 0.04043 0.03707 0.01660 0.05729 0.02403 0.00719
XM_004922424.2 0.07328 0.10437 0.00239 0.84929 0.01644 249.15273 0.08867 0.02426
XM_004922448.2 0.02432 0.03718 0.03358 0.03728 0.02414 0.03678 0.03118 0.04582
XM_004922460.2 0.07876 0.16482 0.51337 0.34258 0.00431 0.00010 0.32690 0.00010
XM_004922462.2 0.03882 0.02448 0.67907 0.63997 0.16297 0.07144 0.21649 0.04982
XM_004922463.2 0.04476 0.02664 0.04749 0.02448 0.02697 0.03720 0.02275 0.04905
XM_004922465.2 0.00026 0.02787 0.00574 0.00734 31.09344 0.00122 696.63917 0.01064
XM_004922466.2 0.03157 0.00760 0.02532 0.01810 0.01616 999.00000 0.03260 0.12211
XM_004922468.2 0.02628 999.00000 0.00107 0.01840 0.01755 0.01544 0.01461 0.03817
XM_004922469.2 0.08300 0.03988 0.04753 0.06416 0.09239 0.02275 0.03747 0.01441
XM_004922471.1 0.00238 0.01063 0.13753 0.10398 0.04882 0.02177 0.03893 0.19741
XM_004922474.2 0.06304 999.00000 0.06514 0.04430 0.02716 999.00000 0.01112 999.00000
XM_004922475.2 0.07017 0.00592 0.04270 0.05875 0.00039 588.64438 0.02678 0.06193
XM_004922479.1 0.12708 0.02963 0.00280 999.00000 0.00121 0.06038 0.09621 0.07569
XM_004922498.2 0.01444 0.03665 0.02783 0.02151 0.01791 0.01732 0.01837 0.03900
XM_004922499.2 0.03116 0.01414 0.04864 0.02927 0.03546 0.03919 0.01991 0.02054
XM_004922512.2 0.03579 0.04181 0.09245 0.12726 0.07216 0.03347 0.04861 0.07827
XM_004922514.2 0.00148 0.00642 0.27520 0.03373 0.00111 0.01196 0.01781 0.05163
XM_004922515.2 0.01448 890.28537 0.02731 0.02672 0.03860 0.00956 599.70706 0.00259
XM_004922517.2 0.02880 0.13038 0.04063 0.05441 0.02342 0.03498 0.03141 0.02660
XM_004922518.2 0.07616 0.04714 0.04384 0.03312 0.03957 0.02884 0.02520 0.05898
XM_004922520.2 0.05042 0.00993 0.02193 0.02702 0.03724 0.03965 0.02461 0.04892
XM_004922522.2 0.01037 0.01010 0.02332 0.01084 0.01426 0.00579 0.01652 0.01920
XM_004922523.2 0.05886 0.00062 0.00185 45.47727 0.01662 0.02697 0.00536 9.61629
XM_004922528.2 0.06954 0.02616 0.01751 0.04142 0.00055 0.00453 0.01139 0.02386
XM_004922529.2 0.00530 0.00642 0.06809 0.00584 0.02367 0.00885 0.02163 0.01946
XM_004922534.2 0.00109 0.05792 0.05132 0.02630 0.03600 0.00062 0.01488 0.02700
XM_004922535.2 0.01344 0.04353 0.02664 0.01042 0.05037 0.01623 0.00694 0.04064
XM_004922536.1 0.00535 0.04094 0.02362 0.01956 0.01666 0.00520 0.00986 0.02060
XM_004922545.2 0.03770 0.05543 0.02104 0.05469 0.06792 0.06858 0.03999 0.04312
XM_004922559.1 0.12121 0.03749 0.02928 0.10339 0.02037 0.03482 0.00715 0.01472
XM_004922561.1 0.02954 0.06400 0.03704 0.08415 0.01512 0.03263 0.00160 0.04287
XM_004922568.2 0.04620 0.01427 0.03278 0.02431 0.02030 0.00489 0.00789 0.08682
XM_004922571.1 0.03901 0.01861 0.02654 0.06555 0.03049 0.19788 0.10884 0.01411
XM_004922574.1 0.01051 0.00306 0.02362 0.00699 0.00971 0.01400 0.01350 0.01918
XM_004922575.2 0.03143 0.03273 0.02938 0.00239 0.07058 0.01904 0.06011 0.03350
XM_004922587.2 0.04319 0.01253 0.12528 0.03058 0.03404 0.02047 0.07706 0.00103
XM_004922591.1 0.04008 0.01954 0.03142 0.06594 0.03760 0.02315 0.05165 0.02154
XM_004922592.2 0.02995 0.01927 0.09974 0.02582 0.00183 0.00857 999.00000 0.06057
XM_004922600.2 999.00000 0.03116 0.02327 0.11351 0.01778 0.01395 0.02669 0.03974
XM_004922602.1 0.05185 0.05703 0.01067 0.06746 0.02844 0.01163 0.01786 0.01962
XM_004922605.1 0.03789 0.04461 0.05344 0.07355 0.04159 0.02861 0.08446 0.08424
XM_004922606.2 0.04602 0.02921 0.08459 0.05619 0.01146 0.12936 0.06943 0.03848
XM_004922612.2 0.07907 0.01792 0.02708 0.01427 0.03272 0.01635 0.04074 0.02826
